id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,area,pop,dens
3_10_228_0,2011,Rural,3,India,10,Bihar,228,Sheikhpura,601,527,878
3_10_228_0,2011,Total,3,India,10,Bihar,228,Sheikhpura,643,636,990
3_10_228_0,2011,Urban,3,India,10,Bihar,228,Sheikhpura,42,109,2597
3_10_229_0,2011,Rural,3,India,10,Bihar,229,Nalanda,2250,2420,1075
3_10_229_0,2011,Total,3,India,10,Bihar,229,Nalanda,2319,2878,1241
3_10_229_0,2011,Urban,3,India,10,Bihar,229,Nalanda,69.3,458,6612
3_10_230_0,2011,Rural,3,India,10,Bihar,230,Patna,3015,3324,1103
3_10_230_0,2011,Total,3,India,10,Bihar,230,Patna,3309,5838,1764
3_10_230_0,2011,Urban,3,India,10,Bihar,230,Patna,294,2515,8550
3_10_231_0,2011,Rural,3,India,10,Bihar,231,Bhojpur,2355,2339,993
3_10_231_0,2011,Total,3,India,10,Bihar,231,Bhojpur,2434,2728,1121
3_10_231_0,2011,Urban,3,India,10,Bihar,231,Bhojpur,79.10000000000001,390,4929
3_10_232_0,2011,Rural,3,India,10,Bihar,232,Buxar,1675,1542,920
3_10_232_0,2011,Total,3,India,10,Bihar,232,Buxar,1703,1706,1002
3_10_232_0,2011,Urban,3,India,10,Bihar,232,Buxar,27.8,164,5926
3_10_233_0,2011,Rural,3,India,10,Bihar,233,Kaimur (Bhabua),3325,1561,469
3_10_233_0,2011,Total,3,India,10,Bihar,233,Kaimur (Bhabua),3338,1626,487
3_10_233_0,2011,Urban,3,India,10,Bihar,233,Kaimur (Bhabua),13.1,65.60000000000001,5014
3_10_234_0,2011,Rural,3,India,10,Bihar,234,Rohtas,3775,2532,671
3_10_234_0,2011,Total,3,India,10,Bihar,234,Rohtas,3862,2960,766
3_10_234_0,2011,Urban,3,India,10,Bihar,234,Rohtas,87,428,4919
3_10_235_0,2011,Rural,3,India,10,Bihar,235,Aurangabad,3269,2303,705
3_10_235_0,2011,Total,3,India,10,Bihar,235,Aurangabad,3327,2540,763
3_10_235_0,2011,Urban,3,India,10,Bihar,235,Aurangabad,58.90000000000001,237,4024
3_10_236_0,2011,Rural,3,India,10,Bihar,236,Gaya,4900,3810,777
3_10_236_0,2011,Total,3,India,10,Bihar,236,Gaya,4986,4391,881
3_10_236_0,2011,Urban,3,India,10,Bihar,236,Gaya,85.30000000000001,582,6815
3_10_237_0,2011,Rural,3,India,10,Bihar,237,Nawada,2454,2004,816
3_10_237_0,2011,Total,3,India,10,Bihar,237,Nawada,2503,2219,887
3_10_237_0,2011,Urban,3,India,10,Bihar,237,Nawada,48.7,216,4425
3_10_238_0,2011,Rural,3,India,10,Bihar,238,Jamui,3007,1615,537
3_10_238_0,2011,Total,3,India,10,Bihar,238,Jamui,3055,1760,576
3_10_238_0,2011,Urban,3,India,10,Bihar,238,Jamui,48,145,3026
3_10_239_0,2011,Rural,3,India,10,Bihar,239,Jehanabad,872,990,1135
3_10_239_0,2011,Total,3,India,10,Bihar,239,Jehanabad,916,1125,1229
3_10_239_0,2011,Urban,3,India,10,Bihar,239,Jehanabad,43.3,135,3125
3_10_240_0,2011,Rural,3,India,10,Bihar,240,Arwal,601,649,1080
3_10_240_0,2011,Total,3,India,10,Bihar,240,Arwal,627,701,1119
3_10_240_0,2011,Urban,3,India,10,Bihar,240,Arwal,25.5,51.8,2029
3_11_241_0,2011,Rural,3,India,11,Sikkim,241,North  District,4211,39.1,9.300000000000001
3_11_241_0,2011,Total,3,India,11,Sikkim,241,North  District,4212,43.7,10.4
3_11_241_0,2011,Urban,3,India,11,Sikkim,241,North  District,.6900000000000001,4.600000000000001,6751
3_11_242_0,2011,Rural,3,India,11,Sikkim,242,West District,1172,131,112
3_11_242_0,2011,Total,3,India,11,Sikkim,242,West District,1174,136,116
3_11_242_0,2011,Urban,3,India,11,Sikkim,242,West District,2.1,5.2,2484
3_11_243_0,2011,Rural,3,India,11,Sikkim,243,South District,708,126,178
3_11_243_0,2011,Total,3,India,11,Sikkim,243,South District,709,147,207
3_11_243_0,2011,Urban,3,India,11,Sikkim,243,South District,1.1,21.2,18575
3_11_244_0,2011,Rural,3,India,11,Sikkim,244,East District,922,161,175
3_11_244_0,2011,Total,3,India,11,Sikkim,244,East District,954,284,297
3_11_244_0,2011,Urban,3,India,11,Sikkim,244,East District,31.9,122,3836
3_12_245_1,2011,Rural,3,India,12,India/China  1,245,Tawang,2173,38.8,17.8
3_12_245_1,2011,Total,3,India,12,India/China  1,245,Tawang,2173,50,23
3_12_245_1,2011,Urban,3,India,12,India/China  1,245,Tawang,.22,11.2,51571
3_12_246_1,2011,Rural,3,India,12,India/China  1,246,West Kameng,4936,68,13.8
3_12_246_1,2011,Total,3,India,12,India/China  1,246,West Kameng,4962,83.90000000000001,16.9
3_12_246_1,2011,Urban,3,India,12,India/China  1,246,West Kameng,26.3,15.9,606
3_12_247_1,2011,Rural,3,India,12,India/China  1,247,East Kameng,6494,60.3,9.300000000000001
3_12_247_1,2011,Total,3,India,12,India/China  1,247,East Kameng,6500,78.7,12.1
3_12_247_1,2011,Urban,3,India,12,India/China  1,247,East Kameng,6.2,18.4,2980
3_12_248_0,2011,Rural,3,India,12,Arunachal Pradesh,248,Papum Pare,3327,79.60000000000001,23.9
3_12_248_1,2011,Rural,3,India,12,India/China  1,248,Papum Pare,3327,79.60000000000001,23.9
3_12_248_1,2011,Total,3,India,12,India/China  1,248,Papum Pare,3353,177,52.7
3_12_248_0,2011,Total,3,India,12,Arunachal Pradesh,248,Papum Pare,3353,177,52.7
3_12_248_1,2011,Urban,3,India,12,India/China  1,248,Papum Pare,25.4,97,3820
3_12_248_0,2011,Urban,3,India,12,Arunachal Pradesh,248,Papum Pare,25.4,97,3820
3_12_249_1,2011,Rural,3,India,12,India/China  1,249,Upper Subansiri,6732,70,10.4
3_12_249_1,2011,Total,3,India,12,India/China  1,249,Upper Subansiri,6736,83.40000000000001,12.4
3_12_249_1,2011,Urban,3,India,12,India/China  1,249,Upper Subansiri,3.3,13.4,4035
3_12_250_1,2011,Rural,3,India,12,India/China  1,250,West Siang,8341,87.30000000000001,10.5
3_12_250_0,2011,Rural,3,India,12,Arunachal Pradesh,250,West Siang,8341,87.30000000000001,10.5
3_12_250_0,2011,Total,3,India,12,Arunachal Pradesh,250,West Siang,8361,112,13.4
3_12_250_1,2011,Total,3,India,12,India/China  1,250,West Siang,8361,112,13.4
3_12_250_1,2011,Urban,3,India,12,India/China  1,250,West Siang,20.1,25,1239
3_12_250_0,2011,Urban,3,India,12,Arunachal Pradesh,250,West Siang,20.1,25,1239
3_12_251_1,2011,Rural,3,India,12,India/China  1,251,East Siang,3745,71.60000000000001,19.1
3_12_251_0,2011,Rural,3,India,12,Arunachal Pradesh,251,East Siang,3745,71.60000000000001,19.1
3_12_251_1,2011,Total,3,India,12,India/China  1,251,East Siang,3789,99.2,26.2
3_12_251_0,2011,Total,3,India,12,Arunachal Pradesh,251,East Siang,3789,99.2,26.2
3_12_251_0,2011,Urban,3,India,12,Arunachal Pradesh,251,East Siang,44.2,27.6,625
3_12_251_1,2011,Urban,3,India,12,India/China  1,251,East Siang,44.2,27.6,625
3_12_252_1,2011,Rural,3,India,12,India/China  1,252,Upper Siang,6582,28.8,4.4
3_12_252_1,2011,Total,3,India,12,India/China  1,252,Upper Siang,6615,35.3,5.300000000000001
3_12_252_1,2011,Urban,3,India,12,India/China  1,252,Upper Siang,32.7,6.5,200
3_12_253_0,2011,Rural,3,India,12,Arunachal Pradesh,253,Changlang,5001,129,25.8
3_12_253_0,2011,Total,3,India,12,Arunachal Pradesh,253,Changlang,5024,148,29.5
3_12_253_0,2011,Urban,3,India,12,Arunachal Pradesh,253,Changlang,22.7,19.2,848
3_12_254_0,2011,Rural,3,India,12,Arunachal Pradesh,254,Tirap,1988,91.2,45.90000000000001
3_12_254_0,2011,Total,3,India,12,Arunachal Pradesh,254,Tirap,2019,112,55.5
3_12_254_0,2011,Urban,3,India,12,Arunachal Pradesh,254,Tirap,31.6,20.8,658
3_12_255_1,2011,Rural,3,India,12,India/China  1,255,Lower Subansiri,2704,70.2,26
3_12_255_1,2011,Total,3,India,12,India/China  1,255,Lower Subansiri,2712,83,30.6
3_12_255_1,2011,Urban,3,India,12,India/China  1,255,Lower Subansiri,7.5,12.8,1702
3_12_256_1,2011,Rural,3,India,12,India/China  1,256,Kurung Kumey,7081,89.7,12.7
3_12_256_1,2011,Total,3,India,12,India/China  1,256,Kurung Kumey,7083,92.10000000000001,13
3_12_256_1,2011,Urban,3,India,12,India/China  1,256,Kurung Kumey,1.4,2.3,1645
3_12_257_1,2011,Rural,3,India,12,India/China  1,257,Dibang Valley,9311,5.600000000000001,.6
3_12_257_1,2011,Total,3,India,12,India/China  1,257,Dibang Valley,9325,8,.86
3_12_257_1,2011,Urban,3,India,12,India/China  1,257,Dibang Valley,13.5,2.4,177
3_12_258_1,2011,Rural,3,India,12,India/China  1,258,Lower Dibang Valley,3677,42.7,11.6
3_12_258_0,2011,Rural,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,3677,42.7,11.6
3_12_258_1,2011,Total,3,India,12,India/China  1,258,Lower Dibang Valley,3681,54.1,14.7
3_12_258_0,2011,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,3681,54.1,14.7
3_12_258_1,2011,Urban,3,India,12,India/China  1,258,Lower Dibang Valley,4,11.4,2883
3_12_258_0,2011,Urban,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,4,11.4,2883
3_12_259_1,2011,Rural,3,India,12,India/China  1,259,Lohit,4136,113,27.4
3_12_259_0,2011,Rural,3,India,12,Arunachal Pradesh,259,Lohit,4136,113,27.4
3_12_259_0,2011,Total,3,India,12,Arunachal Pradesh,259,Lohit,4147,146,35.1
3_12_259_1,2011,Total,3,India,12,India/China  1,259,Lohit,4147,146,35.1
3_12_259_1,2011,Urban,3,India,12,India/China  1,259,Lohit,10.4,32.4,3127
3_12_259_0,2011,Urban,3,India,12,Arunachal Pradesh,259,Lohit,10.4,32.4,3127
3_12_260_0,2011,Rural,3,India,12,Arunachal Pradesh,260,Anjaw,6129,20.2,3.3
3_12_260_1,2011,Rural,3,India,12,India/China  1,260,Anjaw,6129,20.2,3.3
3_12_260_0,2011,Total,3,India,12,Arunachal Pradesh,260,Anjaw,6130,21.2,3.5
3_12_260_1,2011,Total,3,India,12,India/China  1,260,Anjaw,6130,21.2,3.5
3_12_260_0,2011,Urban,3,India,12,Arunachal Pradesh,260,Anjaw,1.2,.98,847
3_12_260_1,2011,Urban,3,India,12,India/China  1,260,Anjaw,1.2,.98,847
3_13_261_0,2011,Rural,3,India,13,Nagaland,261,Mon,2166,216,99.60000000000001
3_13_261_0,2011,Total,3,India,13,Nagaland,261,Mon,2195,250,114
3_13_261_0,2011,Urban,3,India,13,Nagaland,261,Mon,29.2,34.4,1181
3_13_262_0,2011,Rural,3,India,13,Nagaland,262,Mokokchung,1567,139,88.7
3_13_262_0,2011,Total,3,India,13,Nagaland,262,Mokokchung,1607,195,121
3_13_262_0,2011,Urban,3,India,13,Nagaland,262,Mokokchung,40.2,55.7,1386
3_13_263_0,2011,Rural,3,India,13,Nagaland,263,Zunheboto,1527,113,74.10000000000001
3_13_263_0,2011,Total,3,India,13,Nagaland,263,Zunheboto,1537,141,91.60000000000001
3_13_263_0,2011,Urban,3,India,13,Nagaland,263,Zunheboto,10.1,27.6,2726
3_13_264_0,2011,Rural,3,India,13,Nagaland,264,Wokha,1564,131,84
3_13_264_0,2011,Total,3,India,13,Nagaland,264,Wokha,1570,166,106
3_13_264_0,2011,Urban,3,India,13,Nagaland,264,Wokha,6.7,35,5194
3_13_265_0,2011,Rural,3,India,13,Nagaland,265,Dimapur,837,181,216
3_13_265_0,2011,Total,3,India,13,Nagaland,265,Dimapur,876,379,433
3_13_265_0,2011,Urban,3,India,13,Nagaland,265,Dimapur,38.7,198,5115
3_13_266_0,2011,Rural,3,India,13,Nagaland,266,Phek,1848,139,75.10000000000001
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,1861,163,87.80000000000001
3_13_266_0,2011,Urban,3,India,13,Nagaland,266,Phek,12.4,24.6,1977
3_13_267_0,2011,Rural,3,India,13,Nagaland,267,Tuensang,2228,160,71.7
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,2234,197,88
3_13_267_0,2011,Urban,3,India,13,Nagaland,267,Tuensang,6.2,36.8,5924
3_13_268_0,2011,Rural,3,India,13,Nagaland,268,Longleng,559,42.90000000000001,76.60000000000001
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,565,50.5,89.30000000000001
3_13_268_0,2011,Urban,3,India,13,Nagaland,268,Longleng,6,7.600000000000001,1278
3_13_269_0,2011,Rural,3,India,13,Nagaland,269,Kiphire,1102,57.5,52.2
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,1107,74,66.90000000000001
3_13_269_0,2011,Urban,3,India,13,Nagaland,269,Kiphire,4.600000000000001,16.5,3594
3_13_270_0,2011,Rural,3,India,13,Nagaland,270,Kohima,1372,147,107
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,1400,268,191
3_13_270_0,2011,Urban,3,India,13,Nagaland,270,Kohima,28,121,4327
3_13_271_0,2011,Rural,3,India,13,Nagaland,271,Peren,1623,81.40000000000001,50.2
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,1645,95.2,57.90000000000001
3_13_271_0,2011,Urban,3,India,13,Nagaland,271,Peren,21.9,13.8,629
3_14_272_0,2011,Rural,3,India,14,Manipur,272,Senapati,3516,186,53
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,3534,194,54.8
3_14_272_0,2011,Urban,3,India,14,Manipur,272,Senapati,18,7.5,416
3_14_273_0,2011,Rural,3,India,14,Manipur,273,Tamenglong,4068,121,29.8
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,4111,141,34.2
3_14_273_0,2011,Urban,3,India,14,Manipur,273,Tamenglong,43.8,19.4,442
3_14_274_0,2011,Rural,3,India,14,Manipur,274,Churachandpur,4784,256,53.5
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,4789,274,57.2
3_14_274_0,2011,Urban,3,India,14,Manipur,274,Churachandpur,4.100000000000001,18.4,4471
3_14_275_0,2011,Rural,3,India,14,Manipur,275,Bishnupur,337,150,445
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,416,237,571
3_14_275_0,2011,Urban,3,India,14,Manipur,275,Bishnupur,79.10000000000001,87.5,1106
3_14_276_0,2011,Rural,3,India,14,Manipur,276,Thoubal,526,271,515
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,638,422,661
3_14_276_0,2011,Urban,3,India,14,Manipur,276,Thoubal,112,151,1348
3_14_277_0,2011,Rural,3,India,14,Manipur,277,Imphal West,369,195,529
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,501,518,1033
3_14_277_0,2011,Urban,3,India,14,Manipur,277,Imphal West,133,323,2430
3_14_278_0,2011,Rural,3,India,14,Manipur,278,Imphal East,530,273,514
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,580,454,783
3_14_278_0,2011,Urban,3,India,14,Manipur,278,Imphal East,49.7,181,3643
3_14_279_0,2011,Rural,3,India,14,Manipur,279,Ukhrul,4454,157,35.2
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,4484,184,41
3_14_279_0,2011,Urban,3,India,14,Manipur,279,Ukhrul,30.3,27.2,896
3_14_280_0,2011,Rural,3,India,14,Manipur,280,Chandel,3252,127,39.2
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,3262,144,44.2
3_14_280_0,2011,Urban,3,India,14,Manipur,280,Chandel,10,16.8,1687
3_15_281_0,2011,Rural,3,India,15,Mizoram,281,Mamit,2915,71.5,24.5
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,2963,86.40000000000001,29.1
3_15_281_0,2011,Urban,3,India,15,Mizoram,281,Mamit,47.3,14.9,315
3_15_282_0,2011,Rural,3,India,15,Mizoram,282,Kolasib,1512,37.1,24.5
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,1586,84,52.90000000000001
3_15_282_0,2011,Urban,3,India,15,Mizoram,282,Kolasib,74.10000000000001,46.90000000000001,633
3_15_283_0,2011,Rural,3,India,15,Mizoram,283,Aizawl,3021,85.60000000000001,28.3
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,3174,400,126
3_15_283_0,2011,Urban,3,India,15,Mizoram,283,Aizawl,153,315,2063
3_15_284_0,2011,Rural,3,India,15,Mizoram,284,Champhai,3408,77.2,22.7
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,3497,126,36
3_15_284_0,2011,Urban,3,India,15,Mizoram,284,Champhai,88.80000000000001,48.5,546
3_15_285_0,2011,Rural,3,India,15,Mizoram,285,Serchhip,1209,32.9,27.2
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,1318,64.90000000000001,49.3
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,110,32,292
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,4418,92.7,21
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,4520,161,35.7
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,102,68.8,672
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,2349,97.10000000000001,41.3
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,2350,118,50.2
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,1.5,20.8,14136
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,1453,31.5,21.6
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,1477,56.6,38.3
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,23.2,25.1,1083
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,2750,1048,381
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,2973,1726,581
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,223,678,3045
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,3053,753,247
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,3119,876,281
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,66.40000000000001,123,1852
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,2254,338,150
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,2281,378,166
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,27,40.5,1499
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,1996,574,287
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,2067,694,336
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,70.7,120,1702
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,3439,568,165
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,3444,643,187
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,5.600000000000001,74.90000000000001,13264
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,2707,274,101
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,2756,318,115
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,49.3,44.2,897
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,1965,129,65.8
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,1971,142,72.2
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,6.800000000000001,13.1,1939
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,5029,340,67.7
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,5121,383,74.90000000000001
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,92.40000000000001,43.1,466
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,2396,234,97.5
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,2434,259,106
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,38.3,25.3,659
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,2794,459,164
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,2838,826,291
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,44.1,366,8319
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,3777,367,97.10000000000001
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,3793,395,104
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,15.7,28.4,1807
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,3135,832,265
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,3147,887,282
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,12.4,54.90000000000001,4439
