id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,ntl_pc,ntl_a
3_10_211_0,2011,Total,3,India,10,Bihar,211,Purnia,4.3,3.9
3_10_211_0,2011,Urban,3,India,10,Bihar,211,Purnia,8.4,27.6
3_10_212_0,2011,Rural,3,India,10,Bihar,212,Katihar,1.7,1.4
3_10_212_0,2011,Total,3,India,10,Bihar,212,Katihar,2.1,1.8
3_10_212_0,2011,Urban,3,India,10,Bihar,212,Katihar,7.600000000000001,27.3
3_10_213_0,2011,Rural,3,India,10,Bihar,213,Madhepura,2.7,2.3
3_10_213_0,2011,Total,3,India,10,Bihar,213,Madhepura,2.9,2.5
3_10_213_0,2011,Urban,3,India,10,Bihar,213,Madhepura,6.100000000000001,14.5
3_10_214_0,2011,Rural,3,India,10,Bihar,214,Saharsa,2.8,2.2
3_10_214_0,2011,Total,3,India,10,Bihar,214,Saharsa,2.9,2.6
3_10_214_0,2011,Urban,3,India,10,Bihar,214,Saharsa,3.6,24.1
3_10_215_0,2011,Rural,3,India,10,Bihar,215,Darbhanga,2.3,3.2
3_10_215_0,2011,Total,3,India,10,Bihar,215,Darbhanga,2.5,3.7
3_10_215_0,2011,Urban,3,India,10,Bihar,215,Darbhanga,4.7,19.4
3_10_216_0,2011,Rural,3,India,10,Bihar,216,Muzaffarpur,5.300000000000001,6.9
3_10_216_0,2011,Total,3,India,10,Bihar,216,Muzaffarpur,5.600000000000001,7.7
3_10_216_0,2011,Urban,3,India,10,Bihar,216,Muzaffarpur,9,41.1
3_10_217_0,2011,Rural,3,India,10,Bihar,217,Gopalganj,5.600000000000001,7.4
3_10_217_0,2011,Total,3,India,10,Bihar,217,Gopalganj,5.5,7.5
3_10_217_0,2011,Urban,3,India,10,Bihar,217,Gopalganj,3.9,12.5
3_10_218_0,2011,Rural,3,India,10,Bihar,218,Siwan,3.5,4.600000000000001
3_10_218_0,2011,Total,3,India,10,Bihar,218,Siwan,3.5,4.800000000000001
3_10_218_0,2011,Urban,3,India,10,Bihar,218,Siwan,4.4,15.9
3_10_219_0,2011,Rural,3,India,10,Bihar,219,Saran,6.4,8.200000000000001
3_10_219_0,2011,Total,3,India,10,Bihar,219,Saran,6.300000000000001,8.300000000000001
3_10_219_0,2011,Urban,3,India,10,Bihar,219,Saran,4.800000000000001,15
3_10_220_0,2011,Rural,3,India,10,Bihar,220,Vaishali,5.4,7.100000000000001
3_10_220_0,2011,Total,3,India,10,Bihar,220,Vaishali,5.5,7.4
3_10_220_0,2011,Urban,3,India,10,Bihar,220,Vaishali,10.1,23.4
3_10_221_0,2011,Rural,3,India,10,Bihar,221,Samastipur,2.9,3.8
3_10_221_0,2011,Total,3,India,10,Bihar,221,Samastipur,3,3.9
3_10_221_0,2011,Urban,3,India,10,Bihar,221,Samastipur,7.100000000000001,20.9
3_10_222_0,2011,Rural,3,India,10,Bihar,222,Begusarai,4.800000000000001,5.9
3_10_222_0,2011,Total,3,India,10,Bihar,222,Begusarai,5.4,7.100000000000001
3_10_222_0,2011,Urban,3,India,10,Bihar,222,Begusarai,8.9,22
3_10_223_0,2011,Rural,3,India,10,Bihar,223,Khagaria,1.4,1.3
3_10_223_0,2011,Total,3,India,10,Bihar,223,Khagaria,1.4,1.4
3_10_223_0,2011,Urban,3,India,10,Bihar,223,Khagaria,3,11.6
3_10_224_0,2011,Rural,3,India,10,Bihar,224,Bhagalpur,7.800000000000001,6.2
3_10_224_0,2011,Total,3,India,10,Bihar,224,Bhagalpur,7.800000000000001,6.9
3_10_224_0,2011,Urban,3,India,10,Bihar,224,Bhagalpur,7.4,37.1
3_10_225_0,2011,Rural,3,India,10,Bihar,225,Banka,.55,.41
3_10_225_0,2011,Total,3,India,10,Bihar,225,Banka,.7000000000000001,.54
3_10_225_0,2011,Urban,3,India,10,Bihar,225,Banka,4.7,12
3_10_226_0,2011,Rural,3,India,10,Bihar,226,Munger,3.6,2.4
3_10_226_0,2011,Total,3,India,10,Bihar,226,Munger,3.5,2.9
3_10_226_0,2011,Urban,3,India,10,Bihar,226,Munger,3.5,15.7
3_10_227_0,2011,Rural,3,India,10,Bihar,227,Lakhisarai,1.6,1.1
3_10_227_0,2011,Total,3,India,10,Bihar,227,Lakhisarai,2.4,1.7
3_10_227_0,2011,Urban,3,India,10,Bihar,227,Lakhisarai,8.1,13.1
3_10_228_0,2011,Rural,3,India,10,Bihar,228,Sheikhpura,2.3,1.8
3_10_228_0,2011,Total,3,India,10,Bihar,228,Sheikhpura,3,2.5
3_10_228_0,2011,Urban,3,India,10,Bihar,228,Sheikhpura,8.6,12.4
3_10_229_0,2011,Rural,3,India,10,Bihar,229,Nalanda,4.800000000000001,5
3_10_229_0,2011,Total,3,India,10,Bihar,229,Nalanda,4.9,5.5
3_10_229_0,2011,Urban,3,India,10,Bihar,229,Nalanda,5.2,22.7
3_10_230_0,2011,Rural,3,India,10,Bihar,230,Patna,11.3,10.7
3_10_230_0,2011,Total,3,India,10,Bihar,230,Patna,9.9,16.9
3_10_230_0,2011,Urban,3,India,10,Bihar,230,Patna,8.5,80.10000000000001
3_10_231_0,2011,Rural,3,India,10,Bihar,231,Bhojpur,2.4,2.3
3_10_231_0,2011,Total,3,India,10,Bihar,231,Bhojpur,2.4,2.7
3_10_231_0,2011,Urban,3,India,10,Bihar,231,Bhojpur,2.9,13.1
3_10_232_0,2011,Rural,3,India,10,Bihar,232,Buxar,4.2,3.7
3_10_232_0,2011,Total,3,India,10,Bihar,232,Buxar,4.100000000000001,3.9
3_10_232_0,2011,Urban,3,India,10,Bihar,232,Buxar,3.1,13.5
3_10_233_0,2011,Rural,3,India,10,Bihar,233,Kaimur (Bhabua),9.200000000000001,4
3_10_233_0,2011,Total,3,India,10,Bihar,233,Kaimur (Bhabua),9.1,4
3_10_233_0,2011,Urban,3,India,10,Bihar,233,Kaimur (Bhabua),4.100000000000001,12
3_10_234_0,2011,Rural,3,India,10,Bihar,234,Rohtas,8,5.2
3_10_234_0,2011,Total,3,India,10,Bihar,234,Rohtas,7.600000000000001,5.4
3_10_234_0,2011,Urban,3,India,10,Bihar,234,Rohtas,4.3,13.3
3_10_235_0,2011,Rural,3,India,10,Bihar,235,Aurangabad,2.7,1.7
3_10_235_0,2011,Total,3,India,10,Bihar,235,Aurangabad,2.7,1.8
3_10_235_0,2011,Urban,3,India,10,Bihar,235,Aurangabad,2.9,10
3_10_236_0,2011,Rural,3,India,10,Bihar,236,Gaya,3.4,2.4
3_10_236_0,2011,Total,3,India,10,Bihar,236,Gaya,3.7,2.9
3_10_236_0,2011,Urban,3,India,10,Bihar,236,Gaya,6.7,33.7
3_10_237_0,2011,Rural,3,India,10,Bihar,237,Nawada,2,1.5
3_10_237_0,2011,Total,3,India,10,Bihar,237,Nawada,2.1,1.7
3_10_237_0,2011,Urban,3,India,10,Bihar,237,Nawada,5.300000000000001,9.4
3_10_238_0,2011,Rural,3,India,10,Bihar,238,Jamui,.67,.36
3_10_238_0,2011,Total,3,India,10,Bihar,238,Jamui,.9300000000000001,.53
3_10_238_0,2011,Urban,3,India,10,Bihar,238,Jamui,4.100000000000001,11.2
3_10_239_0,2011,Rural,3,India,10,Bihar,239,Jehanabad,5.600000000000001,4.9
3_10_239_0,2011,Total,3,India,10,Bihar,239,Jehanabad,5.5,5.300000000000001
3_10_239_0,2011,Urban,3,India,10,Bihar,239,Jehanabad,4.800000000000001,12.8
3_10_240_0,2011,Rural,3,India,10,Bihar,240,Arwal,.2,.16
3_10_240_0,2011,Total,3,India,10,Bihar,240,Arwal,.42,.36
3_10_240_0,2011,Urban,3,India,10,Bihar,240,Arwal,3.8,5
3_11_241_0,2011,Rural,3,India,11,Sikkim,241,North  District,31.9,.47
3_11_241_0,2011,Total,3,India,11,Sikkim,241,North  District,32,.48
3_11_241_0,2011,Urban,3,India,11,Sikkim,241,North  District,36.5,9.200000000000001
3_11_242_0,2011,Rural,3,India,11,Sikkim,242,West District,29.8,3.3
3_11_242_0,2011,Total,3,India,11,Sikkim,242,West District,29.9,3.3
3_11_242_0,2011,Urban,3,India,11,Sikkim,242,West District,51.6,15.2
3_11_243_0,2011,Rural,3,India,11,Sikkim,243,South District,46.8,7.7
3_11_243_0,2011,Total,3,India,11,Sikkim,243,South District,46.3,7.7
3_11_243_0,2011,Urban,3,India,11,Sikkim,243,South District,12.2,16.3
3_11_244_0,2011,Rural,3,India,11,Sikkim,244,East District,30.5,6.9
3_11_244_0,2011,Total,3,India,11,Sikkim,244,East District,21.7,7.4
3_11_244_0,2011,Urban,3,India,11,Sikkim,244,East District,5.9,21.1
3_12_245_1,2011,Rural,3,India,12,India/China  1,245,Tawang,9.4,.2
3_12_245_1,2011,Total,3,India,12,India/China  1,245,Tawang,9.4,.2
3_12_245_1,2011,Urban,3,India,12,India/China  1,245,Tawang,1160,9.300000000000001
3_12_246_1,2011,Rural,3,India,12,India/China  1,246,West Kameng,35.3,.46
3_12_246_1,2011,Total,3,India,12,India/China  1,246,West Kameng,34.7,.5
3_12_246_1,2011,Urban,3,India,12,India/China  1,246,West Kameng,28.8,7
3_12_247_1,2011,Rural,3,India,12,India/China  1,247,East Kameng,1.7,.02
3_12_247_1,2011,Total,3,India,12,India/China  1,247,East Kameng,1.7,.02
3_12_247_1,2011,Urban,3,India,12,India/China  1,247,East Kameng,2.1,1.3
3_12_248_1,2011,Rural,3,India,12,India/China  1,248,Papum Pare,71.40000000000001,1.5
3_12_248_0,2011,Rural,3,India,12,Arunachal Pradesh,248,Papum Pare,71.40000000000001,1.5
3_12_248_1,2011,Total,3,India,12,India/China  1,248,Papum Pare,49.90000000000001,1.6
3_12_248_0,2011,Total,3,India,12,Arunachal Pradesh,248,Papum Pare,49.90000000000001,1.6
3_12_248_0,2011,Urban,3,India,12,Arunachal Pradesh,248,Papum Pare,12.4,19.6
3_12_248_1,2011,Urban,3,India,12,India/China  1,248,Papum Pare,12.4,19.6
3_12_249_1,2011,Rural,3,India,12,India/China  1,249,Upper Subansiri,4,.03
3_12_249_1,2011,Total,3,India,12,India/China  1,249,Upper Subansiri,4.3,.04
3_12_249_1,2011,Urban,3,India,12,India/China  1,249,Upper Subansiri,8.200000000000001,9.800000000000001
3_12_250_0,2011,Rural,3,India,12,Arunachal Pradesh,250,West Siang,4.2,.06
3_12_250_1,2011,Rural,3,India,12,India/China  1,250,West Siang,4.2,.06
3_12_250_1,2011,Total,3,India,12,India/China  1,250,West Siang,4.800000000000001,.07
3_12_250_0,2011,Total,3,India,12,Arunachal Pradesh,250,West Siang,4.800000000000001,.07
3_12_250_0,2011,Urban,3,India,12,Arunachal Pradesh,250,West Siang,9.5,7
3_12_250_1,2011,Urban,3,India,12,India/China  1,250,West Siang,9.5,7
3_12_251_1,2011,Rural,3,India,12,India/China  1,251,East Siang,6.100000000000001,.14
3_12_251_0,2011,Rural,3,India,12,Arunachal Pradesh,251,East Siang,6.100000000000001,.14
3_12_251_1,2011,Total,3,India,12,India/China  1,251,East Siang,6.600000000000001,.2
3_12_251_0,2011,Total,3,India,12,Arunachal Pradesh,251,East Siang,6.600000000000001,.2
3_12_251_1,2011,Urban,3,India,12,India/China  1,251,East Siang,8.1,5.4
3_12_251_0,2011,Urban,3,India,12,Arunachal Pradesh,251,East Siang,8.1,5.4
3_12_252_1,2011,Rural,3,India,12,India/China  1,252,Upper Siang,0,0
3_12_252_1,2011,Total,3,India,12,India/China  1,252,Upper Siang,0,0
3_12_252_1,2011,Urban,3,India,12,India/China  1,252,Upper Siang,0,0
3_12_253_0,2011,Rural,3,India,12,Arunachal Pradesh,253,Changlang,35.9,1.1
3_12_253_0,2011,Total,3,India,12,Arunachal Pradesh,253,Changlang,35.7,1.1
3_12_253_0,2011,Urban,3,India,12,Arunachal Pradesh,253,Changlang,28.5,5.7
3_12_254_0,2011,Rural,3,India,12,Arunachal Pradesh,254,Tirap,3.9,.2
3_12_254_0,2011,Total,3,India,12,Arunachal Pradesh,254,Tirap,4.5,.25
3_12_254_0,2011,Urban,3,India,12,Arunachal Pradesh,254,Tirap,13.3,3.2
3_12_255_1,2011,Rural,3,India,12,India/China  1,255,Lower Subansiri,19.6,.64
3_12_255_1,2011,Total,3,India,12,India/China  1,255,Lower Subansiri,19.5,.67
3_12_255_1,2011,Urban,3,India,12,India/China  1,255,Lower Subansiri,16.6,10.5
3_12_256_1,2011,Rural,3,India,12,India/China  1,256,Kurung Kumey,0,0
3_12_256_1,2011,Total,3,India,12,India/China  1,256,Kurung Kumey,0,0
3_12_256_1,2011,Urban,3,India,12,India/China  1,256,Kurung Kumey,0,0
3_12_257_1,2011,Rural,3,India,12,India/China  1,257,Dibang Valley,0,0
3_12_257_1,2011,Total,3,India,12,India/China  1,257,Dibang Valley,0,0
3_12_257_1,2011,Urban,3,India,12,India/China  1,257,Dibang Valley,0,0
3_12_258_0,2011,Rural,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,3.3,.05
3_12_258_1,2011,Rural,3,India,12,India/China  1,258,Lower Dibang Valley,3.3,.05
3_12_258_0,2011,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,3.2,.06
3_12_258_1,2011,Total,3,India,12,India/China  1,258,Lower Dibang Valley,3.2,.06
3_12_258_1,2011,Urban,3,India,12,India/China  1,258,Lower Dibang Valley,2.7,8.800000000000001
3_12_258_0,2011,Urban,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,2.7,8.800000000000001
3_12_259_1,2011,Rural,3,India,12,India/China  1,259,Lohit,16.8,.6
3_12_259_0,2011,Rural,3,India,12,Arunachal Pradesh,259,Lohit,16.8,.6
3_12_259_1,2011,Total,3,India,12,India/China  1,259,Lohit,15.5,.61
3_12_259_0,2011,Total,3,India,12,Arunachal Pradesh,259,Lohit,15.5,.61
3_12_259_0,2011,Urban,3,India,12,Arunachal Pradesh,259,Lohit,4.2,7
3_12_259_1,2011,Urban,3,India,12,India/China  1,259,Lohit,4.2,7
3_12_260_1,2011,Rural,3,India,12,India/China  1,260,Anjaw,.48,0
3_12_260_0,2011,Rural,3,India,12,Arunachal Pradesh,260,Anjaw,.48,0
3_12_260_1,2011,Total,3,India,12,India/China  1,260,Anjaw,.48,0
3_12_260_0,2011,Total,3,India,12,Arunachal Pradesh,260,Anjaw,.48,0
3_12_260_0,2011,Urban,3,India,12,Arunachal Pradesh,260,Anjaw,0,0
3_12_260_1,2011,Urban,3,India,12,India/China  1,260,Anjaw,0,0
3_13_261_0,2011,Rural,3,India,13,Nagaland,261,Mon,2,.25
3_13_261_0,2011,Total,3,India,13,Nagaland,261,Mon,2.6,.34
3_13_261_0,2011,Urban,3,India,13,Nagaland,261,Mon,9.5,7.4
3_13_262_0,2011,Rural,3,India,13,Nagaland,262,Mokokchung,10.2,1.5
3_13_262_0,2011,Total,3,India,13,Nagaland,262,Mokokchung,10.2,1.7
3_13_262_0,2011,Urban,3,India,13,Nagaland,262,Mokokchung,10.8,8.4
3_13_263_0,2011,Rural,3,India,13,Nagaland,263,Zunheboto,4.800000000000001,.58
3_13_263_0,2011,Total,3,India,13,Nagaland,263,Zunheboto,5,.61
3_13_263_0,2011,Urban,3,India,13,Nagaland,263,Zunheboto,11,5.4
3_13_264_0,2011,Rural,3,India,13,Nagaland,264,Wokha,4.9,.48
3_13_264_0,2011,Total,3,India,13,Nagaland,264,Wokha,4.9,.52
3_13_264_0,2011,Urban,3,India,13,Nagaland,264,Wokha,4.7,9.800000000000001
3_13_265_0,2011,Rural,3,India,13,Nagaland,265,Dimapur,30.9,8.300000000000001
3_13_265_0,2011,Total,3,India,13,Nagaland,265,Dimapur,21.6,9.5
3_13_265_0,2011,Urban,3,India,13,Nagaland,265,Dimapur,8.5,35.2
3_13_266_0,2011,Rural,3,India,13,Nagaland,266,Phek,3.5,.28
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,3.8,.31
3_13_266_0,2011,Urban,3,India,13,Nagaland,266,Phek,8.800000000000001,5
3_13_267_0,2011,Rural,3,India,13,Nagaland,267,Tuensang,2.1,.26
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,2.2,.29
3_13_267_0,2011,Urban,3,India,13,Nagaland,267,Tuensang,3.1,10.9
3_13_268_0,2011,Rural,3,India,13,Nagaland,268,Longleng,2.1,.34
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,2.4,.4
3_13_268_0,2011,Urban,3,India,13,Nagaland,268,Longleng,13.3,5.800000000000001
3_13_269_0,2011,Rural,3,India,13,Nagaland,269,Kiphire,10.4,.42
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,10.6,.46
3_13_269_0,2011,Urban,3,India,13,Nagaland,269,Kiphire,12.3,10.8
3_13_270_0,2011,Rural,3,India,13,Nagaland,270,Kohima,29.3,2.4
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,16.8,2.8
3_13_270_0,2011,Urban,3,India,13,Nagaland,270,Kohima,5.2,22.3
3_13_271_0,2011,Rural,3,India,13,Nagaland,271,Peren,21.1,.59
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,22.2,.66
3_13_271_0,2011,Urban,3,India,13,Nagaland,271,Peren,37.1,5.5
3_14_272_0,2011,Rural,3,India,14,Manipur,272,Senapati,13.6,1.1
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,13.7,1.1
3_14_272_0,2011,Urban,3,India,14,Manipur,272,Senapati,16.7,5.300000000000001
3_14_273_0,2011,Rural,3,India,14,Manipur,273,Tamenglong,3.8,.11
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,5,.15
3_14_273_0,2011,Urban,3,India,14,Manipur,273,Tamenglong,18.3,4.2
3_14_274_0,2011,Rural,3,India,14,Manipur,274,Churachandpur,11.1,.55
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,11.1,.5600000000000001
3_14_274_0,2011,Urban,3,India,14,Manipur,274,Churachandpur,10.3,8.200000000000001
3_14_275_0,2011,Rural,3,India,14,Manipur,275,Bishnupur,8.9,3.8
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,8.6,4.9
3_14_275_0,2011,Urban,3,India,14,Manipur,275,Bishnupur,8.1,9.200000000000001
3_14_276_0,2011,Rural,3,India,14,Manipur,276,Thoubal,8.200000000000001,4.4
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,7.2,5.2
3_14_276_0,2011,Urban,3,India,14,Manipur,276,Thoubal,5.600000000000001,9
3_14_277_0,2011,Rural,3,India,14,Manipur,277,Imphal West,10.5,9.800000000000001
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,10.9,12.7
3_14_277_0,2011,Urban,3,India,14,Manipur,277,Imphal West,11.6,20.6
3_14_278_0,2011,Rural,3,India,14,Manipur,278,Imphal East,8.4,4.9
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,7.9,6
3_14_278_0,2011,Urban,3,India,14,Manipur,278,Imphal East,6.7,17.9
3_14_279_0,2011,Rural,3,India,14,Manipur,279,Ukhrul,.8200000000000001,.03
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,1.6,.06
3_14_279_0,2011,Urban,3,India,14,Manipur,279,Ukhrul,33.2,4.3
3_14_280_0,2011,Rural,3,India,14,Manipur,280,Chandel,7.9,.21
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,9.4,.26
3_14_280_0,2011,Urban,3,India,14,Manipur,280,Chandel,171,14.2
3_15_281_0,2011,Rural,3,India,15,Mizoram,281,Mamit,7.4,.18
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,9.300000000000001,.24
3_15_281_0,2011,Urban,3,India,15,Mizoram,281,Mamit,26.9,4.100000000000001
3_15_282_0,2011,Rural,3,India,15,Mizoram,282,Kolasib,30.5,.73
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,28.2,1
3_15_282_0,2011,Urban,3,India,15,Mizoram,282,Kolasib,24,6.5
3_15_283_0,2011,Rural,3,India,15,Mizoram,283,Aizawl,36.5,.92
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,14.2,1.7
3_15_283_0,2011,Urban,3,India,15,Mizoram,283,Aizawl,8.800000000000001,18.1
3_15_284_0,2011,Rural,3,India,15,Mizoram,284,Champhai,6.4,.16
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,6.5,.26
3_15_284_0,2011,Urban,3,India,15,Mizoram,284,Champhai,6.7,4
3_15_285_0,2011,Rural,3,India,15,Mizoram,285,Serchhip,12.5,.3
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,16.1,.61
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,21.3,4
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,4.5,.09
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,6.800000000000001,.24
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,9.700000000000001,6.5
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,1.4,.05
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,1.5,.06
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,21.2,7.100000000000001
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,3.8,.1
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,5.2,.18
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,8.800000000000001,5.4
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,23.3,9.9
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,18.5,11.9
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,10.9,36.5
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,27.8,6.2
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,19.8,6.4
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,3.3,16.2
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,25.4,2.8
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,23.3,2.9
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,9.9,13.6
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,20.1,4.3
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,17.9,4.7
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,9.800000000000001,16.1
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,7.9,1.3
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,7.800000000000001,1.3
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,7,29.8
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,27.9,1.7
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,28.6,1.9
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,37.2,10.2
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,9.800000000000001,.74
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,9.9,.76
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,14.1,8
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,10,.61
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,11.8,.78
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,29.2,10
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,51.7,3.9
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,52.7,4.100000000000001
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,90.90000000000001,11.1
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,26.6,4.2
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,21.3,4.9
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,10.3,50.1
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,42.3,3.4
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,38.2,3.4
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,6.5,15.6
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,9.200000000000001,3.8
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,8.800000000000001,3.8
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,3.1,19.3
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,4.800000000000001,2.9
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,4.7,3.1
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,3.6,12.8
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,26.7,8.300000000000001
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,25.6,8.6
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,16.3,15.8
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,5.300000000000001,3.1
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,5.300000000000001,3.3
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,5.2,13.5
