id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,st,sc
3_10_231_0,2011,Total,3,India,10,Bihar,231,Bhojpur,.51,15.59
3_10_231_0,2011,Urban,3,India,10,Bihar,231,Bhojpur,.5700000000000001,9.67
3_10_232_0,2011,Rural,3,India,10,Bihar,232,Buxar,1.55,15.4
3_10_232_0,2011,Total,3,India,10,Bihar,232,Buxar,1.57,14.75
3_10_232_0,2011,Urban,3,India,10,Bihar,232,Buxar,1.81,8.700000000000001
3_10_233_0,2011,Rural,3,India,10,Bihar,233,Kaimur (Bhabua),3.61,23.14
3_10_233_0,2011,Total,3,India,10,Bihar,233,Kaimur (Bhabua),3.57,22.69
3_10_233_0,2011,Urban,3,India,10,Bihar,233,Kaimur (Bhabua),2.47,12.16
3_10_234_0,2011,Rural,3,India,10,Bihar,234,Rohtas,1.12,20.11
3_10_234_0,2011,Total,3,India,10,Bihar,234,Rohtas,1.07,18.57
3_10_234_0,2011,Urban,3,India,10,Bihar,234,Rohtas,.75,9.450000000000001
3_10_235_0,2011,Rural,3,India,10,Bihar,235,Aurangabad,.04,25.32
3_10_235_0,2011,Total,3,India,10,Bihar,235,Aurangabad,.04,24.1
3_10_235_0,2011,Urban,3,India,10,Bihar,235,Aurangabad,.09,12.15
3_10_236_0,2011,Rural,3,India,10,Bihar,236,Gaya,.06,33.19
3_10_236_0,2011,Total,3,India,10,Bihar,236,Gaya,.07,30.39
3_10_236_0,2011,Urban,3,India,10,Bihar,236,Gaya,.11,11.99
3_10_237_0,2011,Rural,3,India,10,Bihar,237,Nawada,.09,26.95
3_10_237_0,2011,Total,3,India,10,Bihar,237,Nawada,.09,25.47
3_10_237_0,2011,Urban,3,India,10,Bihar,237,Nawada,.08,11.63
3_10_238_0,2011,Rural,3,India,10,Bihar,238,Jamui,4.84,17.55
3_10_238_0,2011,Total,3,India,10,Bihar,238,Jamui,4.48,17.19
3_10_238_0,2011,Urban,3,India,10,Bihar,238,Jamui,.41,13.23
3_10_239_0,2011,Rural,3,India,10,Bihar,239,Jehanabad,.11,20.55
3_10_239_0,2011,Total,3,India,10,Bihar,239,Jehanabad,.11,19.81
3_10_239_0,2011,Urban,3,India,10,Bihar,239,Jehanabad,.13,14.4
3_10_240_0,2011,Rural,3,India,10,Bihar,240,Arwal,.08,20.3
3_10_240_0,2011,Total,3,India,10,Bihar,240,Arwal,.08,20.16
3_10_240_0,2011,Urban,3,India,10,Bihar,240,Arwal,.15,18.51
3_11_241_0,2011,Rural,3,India,11,Sikkim,241,North  District,68.33,2.06
3_11_241_0,2011,Total,3,India,11,Sikkim,241,North  District,65.7,2.25
3_11_241_0,2011,Urban,3,India,11,Sikkim,241,North  District,43.5,3.83
3_11_242_0,2011,Rural,3,India,11,Sikkim,242,West District,42.99,4.32
3_11_242_0,2011,Total,3,India,11,Sikkim,242,West District,42.38,4.350000000000001
3_11_242_0,2011,Urban,3,India,11,Sikkim,242,West District,27.12,5.18
3_11_243_0,2011,Rural,3,India,11,Sikkim,243,South District,29.37,4.01
3_11_243_0,2011,Total,3,India,11,Sikkim,243,South District,28.19,4.12
3_11_243_0,2011,Urban,3,India,11,Sikkim,243,South District,21.15,4.770000000000001
3_11_244_0,2011,Rural,3,India,11,Sikkim,244,East District,29.27,5.48
3_11_244_0,2011,Total,3,India,11,Sikkim,244,East District,27.66,5.4
3_11_244_0,2011,Urban,3,India,11,Sikkim,244,East District,25.54,5.29
3_12_245_1,2011,Rural,3,India,12,India/China  1,245,Tawang,80.22,0
3_12_245_1,2011,Total,3,India,12,India/China  1,245,Tawang,69.65000000000001,0
3_12_245_1,2011,Urban,3,India,12,India/China  1,245,Tawang,33.08,0
3_12_246_1,2011,Rural,3,India,12,India/China  1,246,West Kameng,57.11,0
3_12_246_1,2011,Total,3,India,12,India/China  1,246,West Kameng,55.25,0
3_12_246_1,2011,Urban,3,India,12,India/China  1,246,West Kameng,47.29,0
3_12_247_1,2011,Rural,3,India,12,India/China  1,247,East Kameng,95.79000000000001,0
3_12_247_1,2011,Total,3,India,12,India/China  1,247,East Kameng,92.01000000000001,0
3_12_247_1,2011,Urban,3,India,12,India/China  1,247,East Kameng,79.58,0
3_12_248_1,2011,Rural,3,India,12,India/China  1,248,Papum Pare,77.19,0
3_12_248_0,2011,Rural,3,India,12,Arunachal Pradesh,248,Papum Pare,77.19,0
3_12_248_0,2011,Total,3,India,12,Arunachal Pradesh,248,Papum Pare,66.38,0
3_12_248_1,2011,Total,3,India,12,India/China  1,248,Papum Pare,66.38,0
3_12_248_1,2011,Urban,3,India,12,India/China  1,248,Papum Pare,57.51,0
3_12_248_0,2011,Urban,3,India,12,Arunachal Pradesh,248,Papum Pare,57.51,0
3_12_249_1,2011,Rural,3,India,12,India/China  1,249,Upper Subansiri,97.03,0
3_12_249_1,2011,Total,3,India,12,India/China  1,249,Upper Subansiri,93.86,0
3_12_249_1,2011,Urban,3,India,12,India/China  1,249,Upper Subansiri,77.31,0
3_12_250_0,2011,Rural,3,India,12,Arunachal Pradesh,250,West Siang,89.64,0
3_12_250_1,2011,Rural,3,India,12,India/China  1,250,West Siang,89.64,0
3_12_250_1,2011,Total,3,India,12,India/China  1,250,West Siang,82.64,0
3_12_250_0,2011,Total,3,India,12,Arunachal Pradesh,250,West Siang,82.64,0
3_12_250_1,2011,Urban,3,India,12,India/China  1,250,West Siang,58.17,0
3_12_250_0,2011,Urban,3,India,12,Arunachal Pradesh,250,West Siang,58.17,0
3_12_251_0,2011,Rural,3,India,12,Arunachal Pradesh,251,East Siang,80.67,0
3_12_251_1,2011,Rural,3,India,12,India/China  1,251,East Siang,80.67,0
3_12_251_1,2011,Total,3,India,12,India/China  1,251,East Siang,70.53,0
3_12_251_0,2011,Total,3,India,12,Arunachal Pradesh,251,East Siang,70.53,0
3_12_251_1,2011,Urban,3,India,12,India/China  1,251,East Siang,44.27,0
3_12_251_0,2011,Urban,3,India,12,Arunachal Pradesh,251,East Siang,44.27,0
3_12_252_1,2011,Rural,3,India,12,India/China  1,252,Upper Siang,85.12000000000001,0
3_12_252_1,2011,Total,3,India,12,India/China  1,252,Upper Siang,80.60000000000001,0
3_12_252_1,2011,Urban,3,India,12,India/China  1,252,Upper Siang,60.7,0
3_12_253_0,2011,Rural,3,India,12,Arunachal Pradesh,253,Changlang,37.38,0
3_12_253_0,2011,Total,3,India,12,Arunachal Pradesh,253,Changlang,36.35,0
3_12_253_0,2011,Urban,3,India,12,Arunachal Pradesh,253,Changlang,29.42,0
3_12_254_0,2011,Rural,3,India,12,Arunachal Pradesh,254,Tirap,95.99000000000001,0
3_12_254_0,2011,Total,3,India,12,Arunachal Pradesh,254,Tirap,87.85000000000001,0
3_12_254_0,2011,Urban,3,India,12,Arunachal Pradesh,254,Tirap,52.2,0
3_12_255_1,2011,Rural,3,India,12,India/China  1,255,Lower Subansiri,91.67,0
3_12_255_1,2011,Total,3,India,12,India/China  1,255,Lower Subansiri,87.81,0
3_12_255_1,2011,Urban,3,India,12,India/China  1,255,Lower Subansiri,66.66,0
3_12_256_1,2011,Rural,3,India,12,India/China  1,256,Kurung Kumey,98.8,0
3_12_256_1,2011,Total,3,India,12,India/China  1,256,Kurung Kumey,98.58,0
3_12_256_1,2011,Urban,3,India,12,India/China  1,256,Kurung Kumey,89.81,0
3_12_257_1,2011,Rural,3,India,12,India/China  1,257,Dibang Valley,79.72,0
3_12_257_1,2011,Total,3,India,12,India/China  1,257,Dibang Valley,71.23,0
3_12_257_1,2011,Urban,3,India,12,India/China  1,257,Dibang Valley,51.22,0
3_12_258_1,2011,Rural,3,India,12,India/China  1,258,Lower Dibang Valley,52.89,0
3_12_258_0,2011,Rural,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,52.89,0
3_12_258_0,2011,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,48.03,0
3_12_258_1,2011,Total,3,India,12,India/China  1,258,Lower Dibang Valley,48.03,0
3_12_258_1,2011,Urban,3,India,12,India/China  1,258,Lower Dibang Valley,29.81,0
3_12_258_0,2011,Urban,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,29.81,0
3_12_259_0,2011,Rural,3,India,12,Arunachal Pradesh,259,Lohit,35.62,0
3_12_259_1,2011,Rural,3,India,12,India/China  1,259,Lohit,35.62,0
3_12_259_1,2011,Total,3,India,12,India/China  1,259,Lohit,32.53,0
3_12_259_0,2011,Total,3,India,12,Arunachal Pradesh,259,Lohit,32.53,0
3_12_259_0,2011,Urban,3,India,12,Arunachal Pradesh,259,Lohit,21.75,0
3_12_259_1,2011,Urban,3,India,12,India/China  1,259,Lohit,21.75,0
3_12_260_0,2011,Rural,3,India,12,Arunachal Pradesh,260,Anjaw,79.31,0
3_12_260_1,2011,Rural,3,India,12,India/China  1,260,Anjaw,79.31,0
3_12_260_1,2011,Total,3,India,12,India/China  1,260,Anjaw,77.72,0
3_12_260_0,2011,Total,3,India,12,Arunachal Pradesh,260,Anjaw,77.72,0
3_12_260_1,2011,Urban,3,India,12,India/China  1,260,Anjaw,45.01,0
3_12_260_0,2011,Urban,3,India,12,Arunachal Pradesh,260,Anjaw,45.01,0
3_13_261_0,2011,Rural,3,India,13,Nagaland,261,Mon,96.85000000000001,0
3_13_261_0,2011,Total,3,India,13,Nagaland,261,Mon,95.21000000000001,0
3_13_261_0,2011,Urban,3,India,13,Nagaland,261,Mon,84.99,0
3_13_262_0,2011,Rural,3,India,13,Nagaland,262,Mokokchung,94.76000000000001,0
3_13_262_0,2011,Total,3,India,13,Nagaland,262,Mokokchung,91.68000000000001,0
3_13_262_0,2011,Urban,3,India,13,Nagaland,262,Mokokchung,84.01000000000001,0
3_13_263_0,2011,Rural,3,India,13,Nagaland,263,Zunheboto,98.86,0
3_13_263_0,2011,Total,3,India,13,Nagaland,263,Zunheboto,97.02,0
3_13_263_0,2011,Urban,3,India,13,Nagaland,263,Zunheboto,89.45,0
3_13_264_0,2011,Rural,3,India,13,Nagaland,264,Wokha,95.21000000000001,0
3_13_264_0,2011,Total,3,India,13,Nagaland,264,Wokha,94.16,0
3_13_264_0,2011,Urban,3,India,13,Nagaland,264,Wokha,90.19,0
3_13_265_0,2011,Rural,3,India,13,Nagaland,265,Dimapur,72.40000000000001,0
3_13_265_0,2011,Total,3,India,13,Nagaland,265,Dimapur,59.13,0
3_13_265_0,2011,Urban,3,India,13,Nagaland,265,Dimapur,47,0
3_13_266_0,2011,Rural,3,India,13,Nagaland,266,Phek,98.21000000000001,0
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,96.16,0
3_13_266_0,2011,Urban,3,India,13,Nagaland,266,Phek,84.62000000000001,0
3_13_267_0,2011,Rural,3,India,13,Nagaland,267,Tuensang,98.51000000000001,0
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,97.11,0
3_13_267_0,2011,Urban,3,India,13,Nagaland,267,Tuensang,91.01000000000001,0
3_13_268_0,2011,Rural,3,India,13,Nagaland,268,Longleng,97.45,0
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,96.3,0
3_13_268_0,2011,Urban,3,India,13,Nagaland,268,Longleng,89.81,0
3_13_269_0,2011,Rural,3,India,13,Nagaland,269,Kiphire,97.59,0
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,96.52,0
3_13_269_0,2011,Urban,3,India,13,Nagaland,269,Kiphire,92.79000000000001,0
3_13_270_0,2011,Rural,3,India,13,Nagaland,270,Kohima,90.93000000000001,0
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,83.86,0
3_13_270_0,2011,Urban,3,India,13,Nagaland,270,Kohima,75.29000000000001,0
3_13_271_0,2011,Rural,3,India,13,Nagaland,271,Peren,89.65000000000001,0
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,88.47,0
3_13_271_0,2011,Urban,3,India,13,Nagaland,271,Peren,81.49,0
3_14_272_0,2011,Rural,3,India,14,Manipur,272,Senapati,79.92,.38
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,79.76000000000001,.37
3_14_272_0,2011,Urban,3,India,14,Manipur,272,Senapati,75.64,.04
3_14_273_0,2011,Rural,3,India,14,Manipur,273,Tamenglong,95.66,.01
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,95.72,.02
3_14_273_0,2011,Urban,3,India,14,Manipur,273,Tamenglong,96.07000000000001,.02
3_14_274_0,2011,Rural,3,India,14,Manipur,274,Churachandpur,94.11,.17
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,92.94,.16
3_14_274_0,2011,Urban,3,India,14,Manipur,274,Churachandpur,76.64,.1
3_14_275_0,2011,Rural,3,India,14,Manipur,275,Bishnupur,1.01,14.57
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,1.38,9.310000000000001
3_14_275_0,2011,Urban,3,India,14,Manipur,275,Bishnupur,2.03,.32
3_14_276_0,2011,Rural,3,India,14,Manipur,276,Thoubal,.31,1.62
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,.43,9.620000000000001
3_14_276_0,2011,Urban,3,India,14,Manipur,276,Thoubal,.63,23.92
3_14_277_0,2011,Rural,3,India,14,Manipur,277,Imphal West,2.17,6
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,4.66,3.19
3_14_277_0,2011,Urban,3,India,14,Manipur,277,Imphal West,6.17,1.49
3_14_278_0,2011,Rural,3,India,14,Manipur,278,Imphal East,3.88,2.86
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,6.060000000000001,3.47
3_14_278_0,2011,Urban,3,India,14,Manipur,278,Imphal East,9.310000000000001,4.38
3_14_279_0,2011,Rural,3,India,14,Manipur,279,Ukhrul,95.34,.1
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,94.35000000000001,.13
3_14_279_0,2011,Urban,3,India,14,Manipur,279,Ukhrul,88.66,.35
3_14_280_0,2011,Rural,3,India,14,Manipur,280,Chandel,93.3,.39
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,88.97,.37
3_14_280_0,2011,Urban,3,India,14,Manipur,280,Chandel,56.24,.24
3_15_281_0,2011,Rural,3,India,15,Mizoram,281,Mamit,95.29000000000001,.05
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,95.04000000000001,.06
3_15_281_0,2011,Urban,3,India,15,Mizoram,281,Mamit,93.86,.09
3_15_282_0,2011,Rural,3,India,15,Mizoram,282,Kolasib,87.88,.05
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,87.68000000000001,.1
3_15_282_0,2011,Urban,3,India,15,Mizoram,282,Kolasib,87.52,.14
3_15_283_0,2011,Rural,3,India,15,Mizoram,283,Aizawl,97.41,.05
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,93.31,.16
3_15_283_0,2011,Urban,3,India,15,Mizoram,283,Aizawl,92.2,.18
3_15_284_0,2011,Rural,3,India,15,Mizoram,284,Champhai,98.10000000000001,.01
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,98.19,.01
3_15_284_0,2011,Urban,3,India,15,Mizoram,284,Champhai,98.33,.01
3_15_285_0,2011,Rural,3,India,15,Mizoram,285,Serchhip,98.65000000000001,.04
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,96.85000000000001,.05
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,94.99,.06
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,98.53,.07
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,95.11,.11
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,90.5,.16
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,95.69,.1
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,95.3,.12
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,93.5,.24
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,98.65000000000001,.04
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,96.59,.15
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,94,.28
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,38.43,17.79
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,25.03,19.59
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,4.310000000000001,22.38
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,45.01,14.8
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,39.36,16
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,4.8,23.33
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,60.89,14.96
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,55.68,16.31
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,12.27,27.53
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,29.68,15.61
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,25.86,16.57
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,7.62,21.15
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,73.94,1.1
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,73.69,1.37
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,71.77,3.42
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,97.17,.08
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,95.99000000000001,.16
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,88.71000000000001,.67
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,95.25,.15
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,94.31,.22
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,85.06,.97
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,97.68000000000001,.04
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,97.82000000000001,.04
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,98.93000000000001,.05
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,90.90000000000001,.22
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,88.89,.23
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,70.31,.34
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,94.16,.66
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,80.05,.6800000000000001
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,62.36,.71
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,95.49,.33
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,95.19,.33
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,91.25,.36
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,32.05,2.85
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,31.41,3.33
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,21.75,10.6
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,.32,2.29
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,.32,3.61
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,.34,14.96
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,25.27,3.78
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,22.97,4.47
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,8.470000000000001,8.84
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,1.67,4.78
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,1.61,5.63
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,1.03,14.51
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,14.77,12.36
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,14.29,12.31
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,8.5,11.64
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,4.46,9.310000000000001
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,4.08,9.43
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,1.52,10.23
