id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,area_bu,pop_bu,dens_bu
3_10_211_0,2011,Rural,3,India,10,Bihar,211,Purnia,3190,2739,.86
3_10_211_0,2011,Total,3,India,10,Bihar,211,Purnia,3220,2912,904
3_10_211_0,2011,Urban,3,India,10,Bihar,211,Purnia,29.7,174,5844
3_10_212_0,2011,Rural,3,India,10,Bihar,212,Katihar,3059,2544,.8300000000000001
3_10_212_0,2011,Total,3,India,10,Bihar,212,Katihar,3072,2628,855
3_10_212_0,2011,Urban,3,India,10,Bihar,212,Katihar,12.8,83.90000000000001,6533
3_10_213_0,2011,Rural,3,India,10,Bihar,213,Madhepura,1772,1550,.87
3_10_213_0,2011,Total,3,India,10,Bihar,213,Madhepura,1777,1554,874
3_10_213_0,2011,Urban,3,India,10,Bihar,213,Madhepura,4.9,4.4,889
3_10_214_0,2011,Rural,3,India,10,Bihar,214,Saharsa,1700,1423,.84
3_10_214_0,2011,Total,3,India,10,Bihar,214,Saharsa,1710,1519,888
3_10_214_0,2011,Urban,3,India,10,Bihar,214,Saharsa,10.5,95.60000000000001,9130
3_10_215_0,2011,Rural,3,India,10,Bihar,215,Darbhanga,2490,3519,1.4
3_10_215_0,2011,Total,3,India,10,Bihar,215,Darbhanga,2528,3743,1480
3_10_215_0,2011,Urban,3,India,10,Bihar,215,Darbhanga,38.7,223,5775
3_10_216_0,2011,Rural,3,India,10,Bihar,216,Muzaffarpur,3172,4154,1.3
3_10_216_0,2011,Total,3,India,10,Bihar,216,Muzaffarpur,3212,4429,1379
3_10_216_0,2011,Urban,3,India,10,Bihar,216,Muzaffarpur,39.8,274,6887
3_10_217_0,2011,Rural,3,India,10,Bihar,217,Gopalganj,2017,2706,1.3
3_10_217_0,2011,Total,3,India,10,Bihar,217,Gopalganj,2038,2778,1363
3_10_217_0,2011,Urban,3,India,10,Bihar,217,Gopalganj,20.6,71.90000000000001,3497
3_10_218_0,2011,Rural,3,India,10,Bihar,218,Siwan,2204,2971,1.3
3_10_218_0,2011,Total,3,India,10,Bihar,218,Siwan,2226,3052,1371
3_10_218_0,2011,Urban,3,India,10,Bihar,218,Siwan,22,81.2,3685
3_10_219_0,2011,Rural,3,India,10,Bihar,219,Saran,2594,3343,1.3
3_10_219_0,2011,Total,3,India,10,Bihar,219,Saran,2639,3507,1329
3_10_219_0,2011,Urban,3,India,10,Bihar,219,Saran,45,163,3626
3_10_220_0,2011,Rural,3,India,10,Bihar,220,Vaishali,1995,2626,1.3
3_10_220_0,2011,Total,3,India,10,Bihar,220,Vaishali,2016,2689,1334
3_10_220_0,2011,Urban,3,India,10,Bihar,220,Vaishali,21,63,3003
3_10_221_0,2011,Rural,3,India,10,Bihar,221,Samastipur,2582,3355,1.3
3_10_221_0,2011,Total,3,India,10,Bihar,221,Samastipur,2600,3398,1307
3_10_221_0,2011,Urban,3,India,10,Bihar,221,Samastipur,18,43.1,2388
3_10_222_0,2011,Rural,3,India,10,Bihar,222,Begusarai,1828,2295,1.3
3_10_222_0,2011,Total,3,India,10,Bihar,222,Begusarai,1886,2510,1331
3_10_222_0,2011,Urban,3,India,10,Bihar,222,Begusarai,57.3,214,3743
3_10_223_0,2011,Rural,3,India,10,Bihar,223,Khagaria,1473,1400,.9500000000000001
3_10_223_0,2011,Total,3,India,10,Bihar,223,Khagaria,1488,1441,968
3_10_223_0,2011,Urban,3,India,10,Bihar,223,Khagaria,15.1,41.1,2721
3_10_224_0,2011,Rural,3,India,10,Bihar,224,Bhagalpur,2473,1935,.78
3_10_224_0,2011,Total,3,India,10,Bihar,224,Bhagalpur,2559,2272,888
3_10_224_0,2011,Urban,3,India,10,Bihar,224,Bhagalpur,86.30000000000001,337,3905
3_10_225_0,2011,Rural,3,India,10,Bihar,225,Banka,3038,2289,.75
3_10_225_0,2011,Total,3,India,10,Bihar,225,Banka,3078,2343,761
3_10_225_0,2011,Urban,3,India,10,Bihar,225,Banka,39.8,54.1,1360
3_10_226_0,2011,Rural,3,India,10,Bihar,226,Munger,1343,948,.71
3_10_226_0,2011,Total,3,India,10,Bihar,226,Munger,1395,1163,834
3_10_226_0,2011,Urban,3,India,10,Bihar,226,Munger,51.5,215,4179
3_10_227_0,2011,Rural,3,India,10,Bihar,227,Lakhisarai,1267,884,.7000000000000001
3_10_227_0,2011,Total,3,India,10,Bihar,227,Lakhisarai,1295,948,732
3_10_227_0,2011,Urban,3,India,10,Bihar,227,Lakhisarai,27.8,63.6,2284
3_10_228_0,2011,Rural,3,India,10,Bihar,228,Sheikhpura,627,513,.8200000000000001
3_10_228_0,2011,Total,3,India,10,Bihar,228,Sheikhpura,643,531,825
3_10_228_0,2011,Urban,3,India,10,Bihar,228,Sheikhpura,16.1,17.5,1084
3_10_229_0,2011,Rural,3,India,10,Bihar,229,Nalanda,2263,2394,1.1
3_10_229_0,2011,Total,3,India,10,Bihar,229,Nalanda,2319,2625,1132
3_10_229_0,2011,Urban,3,India,10,Bihar,229,Nalanda,56.1,231,4120
3_10_230_0,2011,Rural,3,India,10,Bihar,230,Patna,3127,3398,1.1
3_10_230_0,2011,Total,3,India,10,Bihar,230,Patna,3309,5627,1701
3_10_230_0,2011,Urban,3,India,10,Bihar,230,Patna,182,2229,12247
3_10_231_0,2011,Rural,3,India,10,Bihar,231,Bhojpur,2390,2515,1.1
3_10_231_0,2011,Total,3,India,10,Bihar,231,Bhojpur,2434,2681,1101
3_10_231_0,2011,Urban,3,India,10,Bihar,231,Bhojpur,44.1,166,3772
3_10_232_0,2011,Rural,3,India,10,Bihar,232,Buxar,1680,1536,.91
3_10_232_0,2011,Total,3,India,10,Bihar,232,Buxar,1703,1603,941
3_10_232_0,2011,Urban,3,India,10,Bihar,232,Buxar,22.9,67,2925
3_10_233_0,2011,Rural,3,India,10,Bihar,233,Kaimur (Bhabua),3319,1459,.44
3_10_233_0,2011,Total,3,India,10,Bihar,233,Kaimur (Bhabua),3338,1483,444
3_10_233_0,2011,Urban,3,India,10,Bihar,233,Kaimur (Bhabua),19.2,24.1,1257
3_10_234_0,2011,Rural,3,India,10,Bihar,234,Rohtas,3762,2493,.66
3_10_234_0,2011,Total,3,India,10,Bihar,234,Rohtas,3862,2722,705
3_10_234_0,2011,Urban,3,India,10,Bihar,234,Rohtas,99.30000000000001,230,2312
3_10_235_0,2011,Rural,3,India,10,Bihar,235,Aurangabad,3270,2091,.64
3_10_235_0,2011,Total,3,India,10,Bihar,235,Aurangabad,3327,2213,665
3_10_235_0,2011,Urban,3,India,10,Bihar,235,Aurangabad,58,122,2106
3_10_236_0,2011,Rural,3,India,10,Bihar,236,Gaya,4928,3643,.74
3_10_236_0,2011,Total,3,India,10,Bihar,236,Gaya,4986,3939,790
3_10_236_0,2011,Urban,3,India,10,Bihar,236,Gaya,58,296,5098
3_10_237_0,2011,Rural,3,India,10,Bihar,237,Nawada,2475,1909,.77
3_10_237_0,2011,Total,3,India,10,Bihar,237,Nawada,2503,1952,780
3_10_237_0,2011,Urban,3,India,10,Bihar,237,Nawada,28.3,43.1,1525
3_10_238_0,2011,Rural,3,India,10,Bihar,238,Jamui,3015,1684,.5600000000000001
3_10_238_0,2011,Total,3,India,10,Bihar,238,Jamui,3055,1745,571
3_10_238_0,2011,Urban,3,India,10,Bihar,238,Jamui,40,61.2,1530
3_10_239_0,2011,Rural,3,India,10,Bihar,239,Jehanabad,902,847,.9400000000000001
3_10_239_0,2011,Total,3,India,10,Bihar,239,Jehanabad,916,890,973
3_10_239_0,2011,Urban,3,India,10,Bihar,239,Jehanabad,14,42.90000000000001,3059
3_10_240_0,2011,Rural,3,India,10,Bihar,240,Arwal,609,518,.85
3_10_240_0,2011,Total,3,India,10,Bihar,240,Arwal,627,533,850
3_10_240_0,2011,Urban,3,India,10,Bihar,240,Arwal,17.4,14.7,843
3_11_241_0,2011,Rural,3,India,11,Sikkim,241,North  District,4212,62.7,.01
3_11_241_0,2011,Total,3,India,11,Sikkim,241,North  District,4212,62.7,14.9
3_11_241_0,2011,Urban,3,India,11,Sikkim,241,North  District,0,0,
3_11_242_0,2011,Rural,3,India,11,Sikkim,242,West District,1174,131,.11
3_11_242_0,2011,Total,3,India,11,Sikkim,242,West District,1174,131,112
3_11_242_0,2011,Urban,3,India,11,Sikkim,242,West District,0,0,
3_11_243_0,2011,Rural,3,India,11,Sikkim,243,South District,709,119,.17
3_11_243_0,2011,Total,3,India,11,Sikkim,243,South District,709,119,167
3_11_243_0,2011,Urban,3,India,11,Sikkim,243,South District,0,0,
3_11_244_0,2011,Rural,3,India,11,Sikkim,244,East District,954,324,.34
3_11_244_0,2011,Total,3,India,11,Sikkim,244,East District,954,324,339
3_11_244_0,2011,Urban,3,India,11,Sikkim,244,East District,0,0,
3_12_245_1,2011,Rural,3,India,12,India/China  1,245,Tawang,2173,46,.02
3_12_245_1,2011,Total,3,India,12,India/China  1,245,Tawang,2173,46,21.2
3_12_245_1,2011,Urban,3,India,12,India/China  1,245,Tawang,0,0,
3_12_246_1,2011,Rural,3,India,12,India/China  1,246,West Kameng,4961,70.8,.01
3_12_246_1,2011,Total,3,India,12,India/China  1,246,West Kameng,4962,71,14.3
3_12_246_1,2011,Urban,3,India,12,India/China  1,246,West Kameng,.86,.1,119
3_12_247_1,2011,Rural,3,India,12,India/China  1,247,East Kameng,6500,84.7,.01
3_12_247_1,2011,Total,3,India,12,India/China  1,247,East Kameng,6500,84.7,13
3_12_247_1,2011,Urban,3,India,12,India/China  1,247,East Kameng,0,0,
3_12_248_1,2011,Rural,3,India,12,India/China  1,248,Papum Pare,3345,103,.03
3_12_248_0,2011,Rural,3,India,12,Arunachal Pradesh,248,Papum Pare,3345,103,.03
3_12_248_1,2011,Total,3,India,12,India/China  1,248,Papum Pare,3353,110,32.8
3_12_248_0,2011,Total,3,India,12,Arunachal Pradesh,248,Papum Pare,3353,110,32.8
3_12_248_1,2011,Urban,3,India,12,India/China  1,248,Papum Pare,8.1,6.9,852
3_12_248_0,2011,Urban,3,India,12,Arunachal Pradesh,248,Papum Pare,8.1,6.9,852
3_12_249_1,2011,Rural,3,India,12,India/China  1,249,Upper Subansiri,6736,61.5,.01
3_12_249_1,2011,Total,3,India,12,India/China  1,249,Upper Subansiri,6736,61.5,9.1
3_12_249_1,2011,Urban,3,India,12,India/China  1,249,Upper Subansiri,0,0,
3_12_250_1,2011,Rural,3,India,12,India/China  1,250,West Siang,8361,130,.02
3_12_250_0,2011,Rural,3,India,12,Arunachal Pradesh,250,West Siang,8361,130,.02
3_12_250_0,2011,Total,3,India,12,Arunachal Pradesh,250,West Siang,8361,130,15.5
3_12_250_1,2011,Total,3,India,12,India/China  1,250,West Siang,8361,130,15.5
3_12_250_0,2011,Urban,3,India,12,Arunachal Pradesh,250,West Siang,0,0,
3_12_250_1,2011,Urban,3,India,12,India/China  1,250,West Siang,0,0,
3_12_251_1,2011,Rural,3,India,12,India/China  1,251,East Siang,3786,109,.03
3_12_251_0,2011,Rural,3,India,12,Arunachal Pradesh,251,East Siang,3786,109,.03
3_12_251_0,2011,Total,3,India,12,Arunachal Pradesh,251,East Siang,3789,118,31
3_12_251_1,2011,Total,3,India,12,India/China  1,251,East Siang,3789,118,31
3_12_251_1,2011,Urban,3,India,12,India/China  1,251,East Siang,3.7,8.6,2318
3_12_251_0,2011,Urban,3,India,12,Arunachal Pradesh,251,East Siang,3.7,8.6,2318
3_12_252_1,2011,Rural,3,India,12,India/China  1,252,Upper Siang,6615,37.3,.01
3_12_252_1,2011,Total,3,India,12,India/China  1,252,Upper Siang,6615,37.3,5.600000000000001
3_12_252_1,2011,Urban,3,India,12,India/China  1,252,Upper Siang,0,0,
3_12_253_0,2011,Rural,3,India,12,Arunachal Pradesh,253,Changlang,5024,162,.03
3_12_253_0,2011,Total,3,India,12,Arunachal Pradesh,253,Changlang,5024,162,32.2
3_12_253_0,2011,Urban,3,India,12,Arunachal Pradesh,253,Changlang,0,0,
3_12_254_0,2011,Rural,3,India,12,Arunachal Pradesh,254,Tirap,2019,111,.05
3_12_254_0,2011,Total,3,India,12,Arunachal Pradesh,254,Tirap,2019,111,55
3_12_254_0,2011,Urban,3,India,12,Arunachal Pradesh,254,Tirap,0,0,
3_12_255_1,2011,Rural,3,India,12,India/China  1,255,Lower Subansiri,2712,93.60000000000001,.03
3_12_255_1,2011,Total,3,India,12,India/China  1,255,Lower Subansiri,2712,93.60000000000001,34.5
3_12_255_1,2011,Urban,3,India,12,India/China  1,255,Lower Subansiri,0,0,
3_12_256_1,2011,Rural,3,India,12,India/China  1,256,Kurung Kumey,7083,53.40000000000001,.01
3_12_256_1,2011,Total,3,India,12,India/China  1,256,Kurung Kumey,7083,53.40000000000001,7.5
3_12_256_1,2011,Urban,3,India,12,India/China  1,256,Kurung Kumey,0,0,
3_12_257_1,2011,Rural,3,India,12,India/China  1,257,Dibang Valley,9325,18.6,0
3_12_257_1,2011,Total,3,India,12,India/China  1,257,Dibang Valley,9325,18.6,2
3_12_257_1,2011,Urban,3,India,12,India/China  1,257,Dibang Valley,0,0,
3_12_258_0,2011,Rural,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,3679,67.5,.02
3_12_258_1,2011,Rural,3,India,12,India/China  1,258,Lower Dibang Valley,3679,67.5,.02
3_12_258_1,2011,Total,3,India,12,India/China  1,258,Lower Dibang Valley,3681,68.7,18.7
3_12_258_0,2011,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,3681,68.7,18.7
3_12_258_1,2011,Urban,3,India,12,India/China  1,258,Lower Dibang Valley,2,1.2,594
3_12_258_0,2011,Urban,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,2,1.2,594
3_12_259_1,2011,Rural,3,India,12,India/China  1,259,Lohit,4145,161,.04
3_12_259_0,2011,Rural,3,India,12,Arunachal Pradesh,259,Lohit,4145,161,.04
3_12_259_1,2011,Total,3,India,12,India/China  1,259,Lohit,4147,164,39.6
3_12_259_0,2011,Total,3,India,12,Arunachal Pradesh,259,Lohit,4147,164,39.6
3_12_259_1,2011,Urban,3,India,12,India/China  1,259,Lohit,2,3.7,1869
3_12_259_0,2011,Urban,3,India,12,Arunachal Pradesh,259,Lohit,2,3.7,1869
3_12_260_0,2011,Rural,3,India,12,Arunachal Pradesh,260,Anjaw,6130,50.90000000000001,.01
3_12_260_1,2011,Rural,3,India,12,India/China  1,260,Anjaw,6130,50.90000000000001,.01
3_12_260_0,2011,Total,3,India,12,Arunachal Pradesh,260,Anjaw,6130,51.5,8.4
3_12_260_1,2011,Total,3,India,12,India/China  1,260,Anjaw,6130,51.5,8.4
3_12_260_0,2011,Urban,3,India,12,Arunachal Pradesh,260,Anjaw,.85,.5600000000000001,660
3_12_260_1,2011,Urban,3,India,12,India/China  1,260,Anjaw,.85,.5600000000000001,660
3_13_261_0,2011,Rural,3,India,13,Nagaland,261,Mon,2195,287,.13
3_13_261_0,2011,Total,3,India,13,Nagaland,261,Mon,2195,287,131
3_13_261_0,2011,Urban,3,India,13,Nagaland,261,Mon,0,0,
3_13_262_0,2011,Rural,3,India,13,Nagaland,262,Mokokchung,1605,256,.16
3_13_262_0,2011,Total,3,India,13,Nagaland,262,Mokokchung,1607,265,165
3_13_262_0,2011,Urban,3,India,13,Nagaland,262,Mokokchung,2,8.300000000000001,4107
3_13_263_0,2011,Rural,3,India,13,Nagaland,263,Zunheboto,1537,190,.12
3_13_263_0,2011,Total,3,India,13,Nagaland,263,Zunheboto,1537,190,124
3_13_263_0,2011,Urban,3,India,13,Nagaland,263,Zunheboto,0,0,
3_13_264_0,2011,Rural,3,India,13,Nagaland,264,Wokha,1570,167,.11
3_13_264_0,2011,Total,3,India,13,Nagaland,264,Wokha,1570,167,106
3_13_264_0,2011,Urban,3,India,13,Nagaland,264,Wokha,0,0,
3_13_265_0,2011,Rural,3,India,13,Nagaland,265,Dimapur,869,337,.39
3_13_265_0,2011,Total,3,India,13,Nagaland,265,Dimapur,876,386,441
3_13_265_0,2011,Urban,3,India,13,Nagaland,265,Dimapur,6.5,48.8,7452
3_13_266_0,2011,Rural,3,India,13,Nagaland,266,Phek,1861,154,.08
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,1861,154,82.80000000000001
3_13_266_0,2011,Urban,3,India,13,Nagaland,266,Phek,0,0,
3_13_267_0,2011,Rural,3,India,13,Nagaland,267,Tuensang,2234,290,.13
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,2234,290,130
3_13_267_0,2011,Urban,3,India,13,Nagaland,267,Tuensang,0,0,
3_13_268_0,2011,Rural,3,India,13,Nagaland,268,Longleng,565,92.90000000000001,.16
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,565,92.90000000000001,164
3_13_268_0,2011,Urban,3,India,13,Nagaland,268,Longleng,0,0,
3_13_269_0,2011,Rural,3,India,13,Nagaland,269,Kiphire,1107,48,.04
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,1107,48,43.40000000000001
3_13_269_0,2011,Urban,3,India,13,Nagaland,269,Kiphire,0,0,
3_13_270_0,2011,Rural,3,India,13,Nagaland,270,Kohima,1398,217,.16
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,1400,234,167
3_13_270_0,2011,Urban,3,India,13,Nagaland,270,Kohima,2.6,16.8,6411
3_13_271_0,2011,Rural,3,India,13,Nagaland,271,Peren,1645,49,.03
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,1645,49,29.8
3_13_271_0,2011,Urban,3,India,13,Nagaland,271,Peren,0,0,
3_14_272_0,2011,Rural,3,India,14,Manipur,272,Senapati,3534,296,.08
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,3534,296,83.80000000000001
3_14_272_0,2011,Urban,3,India,14,Manipur,272,Senapati,0,0,
3_14_273_0,2011,Rural,3,India,14,Manipur,273,Tamenglong,4111,124,.03
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,4111,124,30.1
3_14_273_0,2011,Urban,3,India,14,Manipur,273,Tamenglong,0,0,
3_14_274_0,2011,Rural,3,India,14,Manipur,274,Churachandpur,4788,238,.05
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,4789,239,50
3_14_274_0,2011,Urban,3,India,14,Manipur,274,Churachandpur,.88,1.3,1465
3_14_275_0,2011,Rural,3,India,14,Manipur,275,Bishnupur,414,229,.55
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,416,234,564
3_14_275_0,2011,Urban,3,India,14,Manipur,275,Bishnupur,1.5,5.4,3646
3_14_276_0,2011,Rural,3,India,14,Manipur,276,Thoubal,636,450,.71
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,638,465,729
3_14_276_0,2011,Urban,3,India,14,Manipur,276,Thoubal,2.1,14.9,7246
3_14_277_0,2011,Rural,3,India,14,Manipur,277,Imphal West,475,464,.98
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,501,580,1157
3_14_277_0,2011,Urban,3,India,14,Manipur,277,Imphal West,26.8,116,4324
3_14_278_0,2011,Rural,3,India,14,Manipur,278,Imphal East,565,368,.65
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,580,444,765
3_14_278_0,2011,Urban,3,India,14,Manipur,278,Imphal East,15.2,76.10000000000001,5016
3_14_279_0,2011,Rural,3,India,14,Manipur,279,Ukhrul,4484,163,.04
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,4484,163,36.5
3_14_279_0,2011,Urban,3,India,14,Manipur,279,Ukhrul,0,0,
3_14_280_0,2011,Rural,3,India,14,Manipur,280,Chandel,3262,89.30000000000001,.03
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,3262,89.30000000000001,27.4
3_14_280_0,2011,Urban,3,India,14,Manipur,280,Chandel,0,0,
3_15_281_0,2011,Rural,3,India,15,Mizoram,281,Mamit,2962,76.90000000000001,.03
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,2963,77,26
3_15_281_0,2011,Urban,3,India,15,Mizoram,281,Mamit,.89,.06,72
3_15_282_0,2011,Rural,3,India,15,Mizoram,282,Kolasib,1586,56.1,.04
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,1586,56.1,35.4
3_15_282_0,2011,Urban,3,India,15,Mizoram,282,Kolasib,0,0,
3_15_283_0,2011,Rural,3,India,15,Mizoram,283,Aizawl,3170,335,.11
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,3174,391,123
3_15_283_0,2011,Urban,3,India,15,Mizoram,283,Aizawl,3.8,55.3,14376
3_15_284_0,2011,Rural,3,India,15,Mizoram,284,Champhai,3497,138,.04
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,3497,138,39.40000000000001
3_15_284_0,2011,Urban,3,India,15,Mizoram,284,Champhai,0,0,
3_15_285_0,2011,Rural,3,India,15,Mizoram,285,Serchhip,1318,50.1,.04
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,1318,50.1,38
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,0,0,
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,4520,158,.04
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,4520,158,35
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,0,0,
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,2350,88.60000000000001,.04
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,2350,88.60000000000001,37.7
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,0,0,
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,1477,52.1,.04
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,1477,52.1,35.3
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,0,0,
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,2950,1663,.5600000000000001
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,2973,1917,645
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,22.8,254,11139
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,3118,978,.31
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,3119,1004,322
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,.89,25.1,28280
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,2281,282,.12
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,2281,283,124
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,.29,.07,235
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,2065,541,.26
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,2067,546,264
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,1.5,4.3,2919
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,3443,576,.17
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,3444,582,169
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,1.8,6.300000000000001,3593
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,2756,180,.07
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,2756,180,65.40000000000001
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,0,0,
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,1971,151,.08
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,1971,151,76.7
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,0,0,
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,5121,340,.07
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,5121,340,66.5
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,0,0,
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,2434,188,.08
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,2434,188,77.10000000000001
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,0,0,
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,2805,455,.16
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,2838,656,231
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,33.2,200,6029
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,3789,326,.09
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,3793,339,89.5
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,4.100000000000001,13.3,3247
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,3142,1336,.43
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,3147,1363,433
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,5.7,27,4728
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,2158,1412,.65
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,2164,1453,672
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,5.300000000000001,41,7699
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,1993,670,.34
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,1994,671,336
