id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,hh_cell_t,hh_cell_slm
3_10_222_0,2011,Total,3,India,10,Bihar,222,Begusarai,53.7,
3_10_222_0,2011,Urban,3,India,10,Bihar,222,Begusarai,61.1,61.2
3_10_223_0,2011,Rural,3,India,10,Bihar,223,Khagaria,46.5,
3_10_223_0,2011,Total,3,India,10,Bihar,223,Khagaria,47.2,
3_10_223_0,2011,Urban,3,India,10,Bihar,223,Khagaria,62.8,
3_10_224_0,2011,Rural,3,India,10,Bihar,224,Bhagalpur,49.3,
3_10_224_0,2011,Total,3,India,10,Bihar,224,Bhagalpur,52.3,
3_10_224_0,2011,Urban,3,India,10,Bihar,224,Bhagalpur,65.3,72
3_10_225_0,2011,Rural,3,India,10,Bihar,225,Banka,45.6,
3_10_225_0,2011,Total,3,India,10,Bihar,225,Banka,46,
3_10_225_0,2011,Urban,3,India,10,Bihar,225,Banka,58.5,42.8
3_10_226_0,2011,Rural,3,India,10,Bihar,226,Munger,49.2,
3_10_226_0,2011,Total,3,India,10,Bihar,226,Munger,54.3,
3_10_226_0,2011,Urban,3,India,10,Bihar,226,Munger,68.40000000000001,35.8
3_10_227_0,2011,Rural,3,India,10,Bihar,227,Lakhisarai,55,
3_10_227_0,2011,Total,3,India,10,Bihar,227,Lakhisarai,56.6,
3_10_227_0,2011,Urban,3,India,10,Bihar,227,Lakhisarai,66,53.5
3_10_228_0,2011,Rural,3,India,10,Bihar,228,Sheikhpura,55.8,
3_10_228_0,2011,Total,3,India,10,Bihar,228,Sheikhpura,57.3,
3_10_228_0,2011,Urban,3,India,10,Bihar,228,Sheikhpura,64.5,
3_10_229_0,2011,Rural,3,India,10,Bihar,229,Nalanda,51.8,
3_10_229_0,2011,Total,3,India,10,Bihar,229,Nalanda,53.5,
3_10_229_0,2011,Urban,3,India,10,Bihar,229,Nalanda,62.3,46.2
3_10_230_0,2011,Rural,3,India,10,Bihar,230,Patna,55.40000000000001,
3_10_230_0,2011,Total,3,India,10,Bihar,230,Patna,65.2,
3_10_230_0,2011,Urban,3,India,10,Bihar,230,Patna,78.10000000000001,63.6
3_10_231_0,2011,Rural,3,India,10,Bihar,231,Bhojpur,60.3,
3_10_231_0,2011,Total,3,India,10,Bihar,231,Bhojpur,61.7,
3_10_231_0,2011,Urban,3,India,10,Bihar,231,Bhojpur,70.60000000000001,54.2
3_10_232_0,2011,Rural,3,India,10,Bihar,232,Buxar,62.90000000000001,
3_10_232_0,2011,Total,3,India,10,Bihar,232,Buxar,63.6,
3_10_232_0,2011,Urban,3,India,10,Bihar,232,Buxar,70.7,59.6
3_10_233_0,2011,Rural,3,India,10,Bihar,233,Kaimur (Bhabua),57.8,
3_10_233_0,2011,Total,3,India,10,Bihar,233,Kaimur (Bhabua),58.5,
3_10_233_0,2011,Urban,3,India,10,Bihar,233,Kaimur (Bhabua),73.8,65.8
3_10_234_0,2011,Rural,3,India,10,Bihar,234,Rohtas,64.7,
3_10_234_0,2011,Total,3,India,10,Bihar,234,Rohtas,65.8,
3_10_234_0,2011,Urban,3,India,10,Bihar,234,Rohtas,72.5,69.10000000000001
3_10_235_0,2011,Rural,3,India,10,Bihar,235,Aurangabad,57.2,
3_10_235_0,2011,Total,3,India,10,Bihar,235,Aurangabad,58.6,
3_10_235_0,2011,Urban,3,India,10,Bihar,235,Aurangabad,72.5,58.2
3_10_236_0,2011,Rural,3,India,10,Bihar,236,Gaya,49.90000000000001,
3_10_236_0,2011,Total,3,India,10,Bihar,236,Gaya,53.2,
3_10_236_0,2011,Urban,3,India,10,Bihar,236,Gaya,75.8,57.8
3_10_237_0,2011,Rural,3,India,10,Bihar,237,Nawada,49.1,
3_10_237_0,2011,Total,3,India,10,Bihar,237,Nawada,51,
3_10_237_0,2011,Urban,3,India,10,Bihar,237,Nawada,69.2,
3_10_238_0,2011,Rural,3,India,10,Bihar,238,Jamui,48,
3_10_238_0,2011,Total,3,India,10,Bihar,238,Jamui,49.2,
3_10_238_0,2011,Urban,3,India,10,Bihar,238,Jamui,63.40000000000001,
3_10_239_0,2011,Rural,3,India,10,Bihar,239,Jehanabad,51,
3_10_239_0,2011,Total,3,India,10,Bihar,239,Jehanabad,53.3,
3_10_239_0,2011,Urban,3,India,10,Bihar,239,Jehanabad,70.10000000000001,40.3
3_10_240_0,2011,Rural,3,India,10,Bihar,240,Arwal,51.6,
3_10_240_0,2011,Total,3,India,10,Bihar,240,Arwal,52.40000000000001,
3_10_240_0,2011,Urban,3,India,10,Bihar,240,Arwal,62.1,
3_11_241_0,2011,Rural,3,India,11,Sikkim,241,North  District,64.60000000000001,
3_11_241_0,2011,Total,3,India,11,Sikkim,241,North  District,67.5,
3_11_241_0,2011,Urban,3,India,11,Sikkim,241,North  District,91.5,100
3_11_242_0,2011,Rural,3,India,11,Sikkim,242,West District,58.1,
3_11_242_0,2011,Total,3,India,11,Sikkim,242,West District,59.2,
3_11_242_0,2011,Urban,3,India,11,Sikkim,242,West District,86,80.80000000000001
3_11_243_0,2011,Rural,3,India,11,Sikkim,243,South District,64.60000000000001,
3_11_243_0,2011,Total,3,India,11,Sikkim,243,South District,68.40000000000001,
3_11_243_0,2011,Urban,3,India,11,Sikkim,243,South District,88.7,89.60000000000001
3_11_244_0,2011,Rural,3,India,11,Sikkim,244,East District,69.10000000000001,
3_11_244_0,2011,Total,3,India,11,Sikkim,244,East District,78.60000000000001,
3_11_244_0,2011,Urban,3,India,11,Sikkim,244,East District,89.2,89.10000000000001
3_12_245_1,2011,Rural,3,India,12,India/China  1,245,Tawang,24.8,
3_12_245_1,2011,Total,3,India,12,India/China  1,245,Tawang,34.5,
3_12_245_1,2011,Urban,3,India,12,India/China  1,245,Tawang,82.5,
3_12_246_1,2011,Rural,3,India,12,India/China  1,246,West Kameng,34.6,
3_12_246_1,2011,Total,3,India,12,India/China  1,246,West Kameng,45.8,
3_12_246_1,2011,Urban,3,India,12,India/China  1,246,West Kameng,82.2,
3_12_247_1,2011,Rural,3,India,12,India/China  1,247,East Kameng,15.4,
3_12_247_1,2011,Total,3,India,12,India/China  1,247,East Kameng,26.8,
3_12_247_1,2011,Urban,3,India,12,India/China  1,247,East Kameng,62.6,49.3
3_12_248_0,2011,Rural,3,India,12,Arunachal Pradesh,248,Papum Pare,60.90000000000001,
3_12_248_1,2011,Rural,3,India,12,India/China  1,248,Papum Pare,60.90000000000001,
3_12_248_1,2011,Total,3,India,12,India/China  1,248,Papum Pare,77.7,
3_12_248_0,2011,Total,3,India,12,Arunachal Pradesh,248,Papum Pare,77.7,
3_12_248_0,2011,Urban,3,India,12,Arunachal Pradesh,248,Papum Pare,89.2,
3_12_248_1,2011,Urban,3,India,12,India/China  1,248,Papum Pare,89.2,
3_12_249_1,2011,Rural,3,India,12,India/China  1,249,Upper Subansiri,11.4,
3_12_249_1,2011,Total,3,India,12,India/China  1,249,Upper Subansiri,20.4,
3_12_249_1,2011,Urban,3,India,12,India/China  1,249,Upper Subansiri,65.5,
3_12_250_1,2011,Rural,3,India,12,India/China  1,250,West Siang,35.1,
3_12_250_0,2011,Rural,3,India,12,Arunachal Pradesh,250,West Siang,35.1,
3_12_250_0,2011,Total,3,India,12,Arunachal Pradesh,250,West Siang,45.7,
3_12_250_1,2011,Total,3,India,12,India/China  1,250,West Siang,45.7,
3_12_250_1,2011,Urban,3,India,12,India/China  1,250,West Siang,77.60000000000001,69.7
3_12_250_0,2011,Urban,3,India,12,Arunachal Pradesh,250,West Siang,77.60000000000001,69.7
3_12_251_1,2011,Rural,3,India,12,India/China  1,251,East Siang,54.2,
3_12_251_0,2011,Rural,3,India,12,Arunachal Pradesh,251,East Siang,54.2,
3_12_251_1,2011,Total,3,India,12,India/China  1,251,East Siang,61.8,
3_12_251_0,2011,Total,3,India,12,Arunachal Pradesh,251,East Siang,61.8,
3_12_251_0,2011,Urban,3,India,12,Arunachal Pradesh,251,East Siang,77.7,67.7
3_12_251_1,2011,Urban,3,India,12,India/China  1,251,East Siang,77.7,67.7
3_12_252_1,2011,Rural,3,India,12,India/China  1,252,Upper Siang,38.7,
3_12_252_1,2011,Total,3,India,12,India/China  1,252,Upper Siang,47.2,
3_12_252_1,2011,Urban,3,India,12,India/China  1,252,Upper Siang,78.5,
3_12_253_0,2011,Rural,3,India,12,Arunachal Pradesh,253,Changlang,30.4,
3_12_253_0,2011,Total,3,India,12,Arunachal Pradesh,253,Changlang,35.8,
3_12_253_0,2011,Urban,3,India,12,Arunachal Pradesh,253,Changlang,68.90000000000001,
3_12_254_0,2011,Rural,3,India,12,Arunachal Pradesh,254,Tirap,26.4,
3_12_254_0,2011,Total,3,India,12,Arunachal Pradesh,254,Tirap,36,
3_12_254_0,2011,Urban,3,India,12,Arunachal Pradesh,254,Tirap,73,
3_12_255_1,2011,Rural,3,India,12,India/China  1,255,Lower Subansiri,52.7,
3_12_255_1,2011,Total,3,India,12,India/China  1,255,Lower Subansiri,59.6,
3_12_255_1,2011,Urban,3,India,12,India/China  1,255,Lower Subansiri,87.2,
3_12_256_1,2011,Rural,3,India,12,India/China  1,256,Kurung Kumey,17.7,
3_12_256_1,2011,Total,3,India,12,India/China  1,256,Kurung Kumey,19.8,
3_12_256_1,2011,Urban,3,India,12,India/China  1,256,Kurung Kumey,80.2,
3_12_257_1,2011,Rural,3,India,12,India/China  1,257,Dibang Valley,25.8,
3_12_257_1,2011,Total,3,India,12,India/China  1,257,Dibang Valley,40.40000000000001,
3_12_257_1,2011,Urban,3,India,12,India/China  1,257,Dibang Valley,73.5,
3_12_258_0,2011,Rural,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,51.6,
3_12_258_1,2011,Rural,3,India,12,India/China  1,258,Lower Dibang Valley,51.6,
3_12_258_1,2011,Total,3,India,12,India/China  1,258,Lower Dibang Valley,58.8,
3_12_258_0,2011,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,58.8,
3_12_258_1,2011,Urban,3,India,12,India/China  1,258,Lower Dibang Valley,86.30000000000001,
3_12_258_0,2011,Urban,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,86.30000000000001,
3_12_259_1,2011,Rural,3,India,12,India/China  1,259,Lohit,33.6,
3_12_259_0,2011,Rural,3,India,12,Arunachal Pradesh,259,Lohit,33.6,
3_12_259_0,2011,Total,3,India,12,Arunachal Pradesh,259,Lohit,42.90000000000001,
3_12_259_1,2011,Total,3,India,12,India/China  1,259,Lohit,42.90000000000001,
3_12_259_0,2011,Urban,3,India,12,Arunachal Pradesh,259,Lohit,72.7,57.90000000000001
3_12_259_1,2011,Urban,3,India,12,India/China  1,259,Lohit,72.7,57.90000000000001
3_12_260_1,2011,Rural,3,India,12,India/China  1,260,Anjaw,27,
3_12_260_0,2011,Rural,3,India,12,Arunachal Pradesh,260,Anjaw,27,
3_12_260_1,2011,Total,3,India,12,India/China  1,260,Anjaw,28.3,
3_12_260_0,2011,Total,3,India,12,Arunachal Pradesh,260,Anjaw,28.3,
3_12_260_0,2011,Urban,3,India,12,Arunachal Pradesh,260,Anjaw,72.5,
3_12_260_1,2011,Urban,3,India,12,India/China  1,260,Anjaw,72.5,
3_13_261_0,2011,Rural,3,India,13,Nagaland,261,Mon,23.6,
3_13_261_0,2011,Total,3,India,13,Nagaland,261,Mon,30.9,
3_13_261_0,2011,Urban,3,India,13,Nagaland,261,Mon,78,83.30000000000001
3_13_262_0,2011,Rural,3,India,13,Nagaland,262,Mokokchung,42.3,
3_13_262_0,2011,Total,3,India,13,Nagaland,262,Mokokchung,52,
3_13_262_0,2011,Urban,3,India,13,Nagaland,262,Mokokchung,75.8,87.40000000000001
3_13_263_0,2011,Rural,3,India,13,Nagaland,263,Zunheboto,43.7,
3_13_263_0,2011,Total,3,India,13,Nagaland,263,Zunheboto,49.90000000000001,
3_13_263_0,2011,Urban,3,India,13,Nagaland,263,Zunheboto,81.7,81.7
3_13_264_0,2011,Rural,3,India,13,Nagaland,264,Wokha,35.3,
3_13_264_0,2011,Total,3,India,13,Nagaland,264,Wokha,43.40000000000001,
3_13_264_0,2011,Urban,3,India,13,Nagaland,264,Wokha,78.80000000000001,79.7
3_13_265_0,2011,Rural,3,India,13,Nagaland,265,Dimapur,68,
3_13_265_0,2011,Total,3,India,13,Nagaland,265,Dimapur,75.5,
3_13_265_0,2011,Urban,3,India,13,Nagaland,265,Dimapur,82.2,76.60000000000001
3_13_266_0,2011,Rural,3,India,13,Nagaland,266,Phek,39.2,
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,43.90000000000001,
3_13_266_0,2011,Urban,3,India,13,Nagaland,266,Phek,74.90000000000001,62.90000000000001
3_13_267_0,2011,Rural,3,India,13,Nagaland,267,Tuensang,26.9,
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,34.8,
3_13_267_0,2011,Urban,3,India,13,Nagaland,267,Tuensang,72.60000000000001,
3_13_268_0,2011,Rural,3,India,13,Nagaland,268,Longleng,26,
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,32.2,
3_13_268_0,2011,Urban,3,India,13,Nagaland,268,Longleng,68.7,
3_13_269_0,2011,Rural,3,India,13,Nagaland,269,Kiphire,20.2,
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,29.1,
3_13_269_0,2011,Urban,3,India,13,Nagaland,269,Kiphire,65.60000000000001,
3_13_270_0,2011,Rural,3,India,13,Nagaland,270,Kohima,56.40000000000001,
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,73,
3_13_270_0,2011,Urban,3,India,13,Nagaland,270,Kohima,90,86.7
3_13_271_0,2011,Rural,3,India,13,Nagaland,271,Peren,34.4,
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,41.3,
3_13_271_0,2011,Urban,3,India,13,Nagaland,271,Peren,79.5,
3_14_272_0,2011,Rural,3,India,14,Manipur,272,Senapati,36.1,
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,37.6,
3_14_272_0,2011,Urban,3,India,14,Manipur,272,Senapati,69.3,
3_14_273_0,2011,Rural,3,India,14,Manipur,273,Tamenglong,18.3,
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,24,
3_14_273_0,2011,Urban,3,India,14,Manipur,273,Tamenglong,58.90000000000001,
3_14_274_0,2011,Rural,3,India,14,Manipur,274,Churachandpur,44.3,
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,47,
3_14_274_0,2011,Urban,3,India,14,Manipur,274,Churachandpur,85.60000000000001,
3_14_275_0,2011,Rural,3,India,14,Manipur,275,Bishnupur,56,
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,59,
3_14_275_0,2011,Urban,3,India,14,Manipur,275,Bishnupur,63.90000000000001,
3_14_276_0,2011,Rural,3,India,14,Manipur,276,Thoubal,49.40000000000001,
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,53.40000000000001,
3_14_276_0,2011,Urban,3,India,14,Manipur,276,Thoubal,60.6,
3_14_277_0,2011,Rural,3,India,14,Manipur,277,Imphal West,62.40000000000001,
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,70.40000000000001,
3_14_277_0,2011,Urban,3,India,14,Manipur,277,Imphal West,75.2,
3_14_278_0,2011,Rural,3,India,14,Manipur,278,Imphal East,58.40000000000001,
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,65.40000000000001,
3_14_278_0,2011,Urban,3,India,14,Manipur,278,Imphal East,75.3,
3_14_279_0,2011,Rural,3,India,14,Manipur,279,Ukhrul,28.6,
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,32.8,
3_14_279_0,2011,Urban,3,India,14,Manipur,279,Ukhrul,59,
3_14_280_0,2011,Rural,3,India,14,Manipur,280,Chandel,40.8,
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,40.40000000000001,
3_14_280_0,2011,Urban,3,India,14,Manipur,280,Chandel,37.2,
3_15_281_0,2011,Rural,3,India,15,Mizoram,281,Mamit,52.2,
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,57.6,
3_15_281_0,2011,Urban,3,India,15,Mizoram,281,Mamit,81.7,
3_15_282_0,2011,Rural,3,India,15,Mizoram,282,Kolasib,65.90000000000001,
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,72.90000000000001,
3_15_282_0,2011,Urban,3,India,15,Mizoram,282,Kolasib,78.40000000000001,
3_15_283_0,2011,Rural,3,India,15,Mizoram,283,Aizawl,74.3,
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,87.5,
3_15_283_0,2011,Urban,3,India,15,Mizoram,283,Aizawl,91,90.80000000000001
3_15_284_0,2011,Rural,3,India,15,Mizoram,284,Champhai,64.90000000000001,
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,73,
3_15_284_0,2011,Urban,3,India,15,Mizoram,284,Champhai,85.5,
3_15_285_0,2011,Rural,3,India,15,Mizoram,285,Serchhip,76.80000000000001,
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,80.10000000000001,
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,83.5,
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,47.8,
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,64.5,
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,87.10000000000001,
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,23,
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,32.6,
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,80.10000000000001,
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,29.2,
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,51,
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,80.80000000000001,
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,42.40000000000001,
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,54.3,
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,71.5,57.5
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,35.8,
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,40.6,
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,67,68.40000000000001
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,25.8,
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,29.3,
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,55.1,43.5
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,34.2,
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,40.3,
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,66.8,62.1
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,29.8,
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,35.3,
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,78.40000000000001,76.80000000000001
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,19.7,
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,24.9,
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,58,71.7
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,20.4,
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,24.3,
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,59.40000000000001,60.40000000000001
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,26.6,
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,29.6,
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,53.90000000000001,69.3
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,41.6,
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,43.6,
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,65.5,
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,32.7,
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,56.8,
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,83.60000000000001,85.60000000000001
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,42.90000000000001,
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,46.2,
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,84.40000000000001,83.7
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,37.8,
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,40.6,
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,80.60000000000001,
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,29.1,
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,32.7,
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,63.2,55.40000000000001
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,43,
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,46,
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,64,
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,40.40000000000001,
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,43.6,
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,74.60000000000001,61.40000000000001
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,39,
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,41.8,
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,70.60000000000001,
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,42,
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,46.5,
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,73.2,69
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,36.2,
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,40.40000000000001,
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,77,72.40000000000001
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,40.6,
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,43.90000000000001,
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,72.40000000000001,34.5
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,39.7,
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,42.3,
