id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,icti_inf_man,icti_inf_ser
3_12_251_1,2011,Rural,3,India,12,India/China  1,251,East Siang,0,3.2
3_12_251_1,2011,Total,3,India,12,India/China  1,251,East Siang,0,2
3_12_251_0,2011,Total,3,India,12,Arunachal Pradesh,251,East Siang,0,2
3_12_251_0,2011,Urban,3,India,12,Arunachal Pradesh,251,East Siang,0,0
3_12_251_1,2011,Urban,3,India,12,India/China  1,251,East Siang,0,0
3_12_252_1,2011,Rural,3,India,12,India/China  1,252,Upper Siang,,0
3_12_252_1,2011,Total,3,India,12,India/China  1,252,Upper Siang,,0
3_12_252_1,2011,Urban,3,India,12,India/China  1,252,Upper Siang,,
3_12_253_0,2011,Rural,3,India,12,Arunachal Pradesh,253,Changlang,0,0
3_12_253_0,2011,Total,3,India,12,Arunachal Pradesh,253,Changlang,0,0
3_12_253_0,2011,Urban,3,India,12,Arunachal Pradesh,253,Changlang,,0
3_12_254_0,2011,Rural,3,India,12,Arunachal Pradesh,254,Tirap,0,0
3_12_254_0,2011,Total,3,India,12,Arunachal Pradesh,254,Tirap,0,0
3_12_254_0,2011,Urban,3,India,12,Arunachal Pradesh,254,Tirap,,0
3_12_255_1,2011,Rural,3,India,12,India/China  1,255,Lower Subansiri,0,0
3_12_255_1,2011,Total,3,India,12,India/China  1,255,Lower Subansiri,0,0
3_12_255_1,2011,Urban,3,India,12,India/China  1,255,Lower Subansiri,0,0
3_12_256_1,2011,Rural,3,India,12,India/China  1,256,Kurung Kumey,0,0
3_12_256_1,2011,Total,3,India,12,India/China  1,256,Kurung Kumey,0,0
3_12_256_1,2011,Urban,3,India,12,India/China  1,256,Kurung Kumey,,
3_12_257_1,2011,Rural,3,India,12,India/China  1,257,Dibang Valley,,0
3_12_257_1,2011,Total,3,India,12,India/China  1,257,Dibang Valley,,0
3_12_257_1,2011,Urban,3,India,12,India/China  1,257,Dibang Valley,,
3_12_258_0,2011,Rural,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,0,0
3_12_258_1,2011,Rural,3,India,12,India/China  1,258,Lower Dibang Valley,0,0
3_12_258_1,2011,Total,3,India,12,India/China  1,258,Lower Dibang Valley,0,.4
3_12_258_0,2011,Total,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,0,.4
3_12_258_1,2011,Urban,3,India,12,India/China  1,258,Lower Dibang Valley,0,.7000000000000001
3_12_258_0,2011,Urban,3,India,12,Arunachal Pradesh,258,Lower Dibang Valley,0,.7000000000000001
3_12_259_0,2011,Rural,3,India,12,Arunachal Pradesh,259,Lohit,9.5,.6000000000000001
3_12_259_1,2011,Rural,3,India,12,India/China  1,259,Lohit,9.5,.6000000000000001
3_12_259_0,2011,Total,3,India,12,Arunachal Pradesh,259,Lohit,12.6,1
3_12_259_1,2011,Total,3,India,12,India/China  1,259,Lohit,12.6,1
3_12_259_1,2011,Urban,3,India,12,India/China  1,259,Lohit,20,2.3
3_12_259_0,2011,Urban,3,India,12,Arunachal Pradesh,259,Lohit,20,2.3
3_12_260_0,2011,Rural,3,India,12,Arunachal Pradesh,260,Anjaw,0,0
3_12_260_1,2011,Rural,3,India,12,India/China  1,260,Anjaw,0,0
3_12_260_0,2011,Total,3,India,12,Arunachal Pradesh,260,Anjaw,0,0
3_12_260_1,2011,Total,3,India,12,India/China  1,260,Anjaw,0,0
3_12_260_1,2011,Urban,3,India,12,India/China  1,260,Anjaw,,
3_12_260_0,2011,Urban,3,India,12,Arunachal Pradesh,260,Anjaw,,
3_13_261_0,2011,Rural,3,India,13,Nagaland,261,Mon,0,1.4
3_13_261_0,2011,Total,3,India,13,Nagaland,261,Mon,0,1.1
3_13_261_0,2011,Urban,3,India,13,Nagaland,261,Mon,0,0
3_13_262_0,2011,Rural,3,India,13,Nagaland,262,Mokokchung,0,0
3_13_262_0,2011,Total,3,India,13,Nagaland,262,Mokokchung,0,0
3_13_262_0,2011,Urban,3,India,13,Nagaland,262,Mokokchung,0,0
3_13_263_0,2011,Rural,3,India,13,Nagaland,263,Zunheboto,0,2.8
3_13_263_0,2011,Total,3,India,13,Nagaland,263,Zunheboto,0,2.7
3_13_263_0,2011,Urban,3,India,13,Nagaland,263,Zunheboto,0,2.2
3_13_264_0,2011,Rural,3,India,13,Nagaland,264,Wokha,0,.5
3_13_264_0,2011,Total,3,India,13,Nagaland,264,Wokha,0,.3
3_13_264_0,2011,Urban,3,India,13,Nagaland,264,Wokha,0,0
3_13_265_0,2011,Rural,3,India,13,Nagaland,265,Dimapur,0,1.3
3_13_265_0,2011,Total,3,India,13,Nagaland,265,Dimapur,0,2.9
3_13_265_0,2011,Urban,3,India,13,Nagaland,265,Dimapur,0,3.6
3_13_266_0,2011,Rural,3,India,13,Nagaland,266,Phek,0,.2
3_13_266_0,2011,Total,3,India,13,Nagaland,266,Phek,0,.6000000000000001
3_13_266_0,2011,Urban,3,India,13,Nagaland,266,Phek,0,1.8
3_13_267_0,2011,Rural,3,India,13,Nagaland,267,Tuensang,0,2.6
3_13_267_0,2011,Total,3,India,13,Nagaland,267,Tuensang,0,2.4
3_13_267_0,2011,Urban,3,India,13,Nagaland,267,Tuensang,0,1.9
3_13_268_0,2011,Rural,3,India,13,Nagaland,268,Longleng,0,.3
3_13_268_0,2011,Total,3,India,13,Nagaland,268,Longleng,0,.3
3_13_268_0,2011,Urban,3,India,13,Nagaland,268,Longleng,,
3_13_269_0,2011,Rural,3,India,13,Nagaland,269,Kiphire,0,1
3_13_269_0,2011,Total,3,India,13,Nagaland,269,Kiphire,0,1
3_13_269_0,2011,Urban,3,India,13,Nagaland,269,Kiphire,,
3_13_270_0,2011,Rural,3,India,13,Nagaland,270,Kohima,0,1.7
3_13_270_0,2011,Total,3,India,13,Nagaland,270,Kohima,1.8,2
3_13_270_0,2011,Urban,3,India,13,Nagaland,270,Kohima,7.100000000000001,2.4
3_13_271_0,2011,Rural,3,India,13,Nagaland,271,Peren,0,0
3_13_271_0,2011,Total,3,India,13,Nagaland,271,Peren,0,0
3_13_271_0,2011,Urban,3,India,13,Nagaland,271,Peren,,
3_14_272_0,2011,Rural,3,India,14,Manipur,272,Senapati,0,0
3_14_272_0,2011,Total,3,India,14,Manipur,272,Senapati,0,0
3_14_272_0,2011,Urban,3,India,14,Manipur,272,Senapati,,
3_14_273_0,2011,Rural,3,India,14,Manipur,273,Tamenglong,0,0
3_14_273_0,2011,Total,3,India,14,Manipur,273,Tamenglong,0,0
3_14_273_0,2011,Urban,3,India,14,Manipur,273,Tamenglong,,
3_14_274_0,2011,Rural,3,India,14,Manipur,274,Churachandpur,0,.5
3_14_274_0,2011,Total,3,India,14,Manipur,274,Churachandpur,0,.5
3_14_274_0,2011,Urban,3,India,14,Manipur,274,Churachandpur,,
3_14_275_0,2011,Rural,3,India,14,Manipur,275,Bishnupur,0,0
3_14_275_0,2011,Total,3,India,14,Manipur,275,Bishnupur,0,0
3_14_275_0,2011,Urban,3,India,14,Manipur,275,Bishnupur,0,0
3_14_276_0,2011,Rural,3,India,14,Manipur,276,Thoubal,0,.1
3_14_276_0,2011,Total,3,India,14,Manipur,276,Thoubal,0,0
3_14_276_0,2011,Urban,3,India,14,Manipur,276,Thoubal,0,0
3_14_277_0,2011,Rural,3,India,14,Manipur,277,Imphal West,0,.2
3_14_277_0,2011,Total,3,India,14,Manipur,277,Imphal West,0,.7000000000000001
3_14_277_0,2011,Urban,3,India,14,Manipur,277,Imphal West,0,.8
3_14_278_0,2011,Rural,3,India,14,Manipur,278,Imphal East,0,.1
3_14_278_0,2011,Total,3,India,14,Manipur,278,Imphal East,0,.1
3_14_278_0,2011,Urban,3,India,14,Manipur,278,Imphal East,0,0
3_14_279_0,2011,Rural,3,India,14,Manipur,279,Ukhrul,0,0
3_14_279_0,2011,Total,3,India,14,Manipur,279,Ukhrul,0,0
3_14_279_0,2011,Urban,3,India,14,Manipur,279,Ukhrul,,
3_14_280_0,2011,Rural,3,India,14,Manipur,280,Chandel,0,0
3_14_280_0,2011,Total,3,India,14,Manipur,280,Chandel,0,0
3_14_280_0,2011,Urban,3,India,14,Manipur,280,Chandel,0,0
3_15_281_0,2011,Rural,3,India,15,Mizoram,281,Mamit,0,0
3_15_281_0,2011,Total,3,India,15,Mizoram,281,Mamit,0,0
3_15_281_0,2011,Urban,3,India,15,Mizoram,281,Mamit,0,0
3_15_282_0,2011,Rural,3,India,15,Mizoram,282,Kolasib,0,0
3_15_282_0,2011,Total,3,India,15,Mizoram,282,Kolasib,0,0
3_15_282_0,2011,Urban,3,India,15,Mizoram,282,Kolasib,0,0
3_15_283_0,2011,Rural,3,India,15,Mizoram,283,Aizawl,0,0
3_15_283_0,2011,Total,3,India,15,Mizoram,283,Aizawl,0,1.9
3_15_283_0,2011,Urban,3,India,15,Mizoram,283,Aizawl,0,2.3
3_15_284_0,2011,Rural,3,India,15,Mizoram,284,Champhai,0,0
3_15_284_0,2011,Total,3,India,15,Mizoram,284,Champhai,0,1.1
3_15_284_0,2011,Urban,3,India,15,Mizoram,284,Champhai,0,1.9
3_15_285_0,2011,Rural,3,India,15,Mizoram,285,Serchhip,0,0
3_15_285_0,2011,Total,3,India,15,Mizoram,285,Serchhip,0,0
3_15_285_0,2011,Urban,3,India,15,Mizoram,285,Serchhip,0,0
3_15_286_0,2011,Rural,3,India,15,Mizoram,286,Lunglei,0,0
3_15_286_0,2011,Total,3,India,15,Mizoram,286,Lunglei,0,.1
3_15_286_0,2011,Urban,3,India,15,Mizoram,286,Lunglei,0,.1
3_15_287_0,2011,Rural,3,India,15,Mizoram,287,Lawngtlai,0,0
3_15_287_0,2011,Total,3,India,15,Mizoram,287,Lawngtlai,0,0
3_15_287_0,2011,Urban,3,India,15,Mizoram,287,Lawngtlai,,
3_15_288_0,2011,Rural,3,India,15,Mizoram,288,Saiha,0,0
3_15_288_0,2011,Total,3,India,15,Mizoram,288,Saiha,0,4.5
3_15_288_0,2011,Urban,3,India,15,Mizoram,288,Saiha,0,6.7
3_16_289_0,2011,Rural,3,India,16,Tripura,289,West Tripura,0,0
3_16_289_0,2011,Total,3,India,16,Tripura,289,West Tripura,0,.1
3_16_289_0,2011,Urban,3,India,16,Tripura,289,West Tripura,.2,.7000000000000001
3_16_290_0,2011,Rural,3,India,16,Tripura,290,South Tripura,0,0
3_16_290_0,2011,Total,3,India,16,Tripura,290,South Tripura,0,0
3_16_290_0,2011,Urban,3,India,16,Tripura,290,South Tripura,0,0
3_16_291_0,2011,Rural,3,India,16,Tripura,291,Dhalai,11,1.8
3_16_291_0,2011,Total,3,India,16,Tripura,291,Dhalai,11.3,2.4
3_16_291_0,2011,Urban,3,India,16,Tripura,291,Dhalai,16.3,9.1
3_16_292_0,2011,Rural,3,India,16,Tripura,292,North Tripura,0,0
3_16_292_0,2011,Total,3,India,16,Tripura,292,North Tripura,0,0
3_16_292_0,2011,Urban,3,India,16,Tripura,292,North Tripura,0,0
3_17_293_0,2011,Rural,3,India,17,Meghalaya,293,West Garo Hills,0,.1
3_17_293_0,2011,Total,3,India,17,Meghalaya,293,West Garo Hills,0,.4
3_17_293_0,2011,Urban,3,India,17,Meghalaya,293,West Garo Hills,0,1.6
3_17_294_0,2011,Rural,3,India,17,Meghalaya,294,East Garo Hills,0,0
3_17_294_0,2011,Total,3,India,17,Meghalaya,294,East Garo Hills,0,.2
3_17_294_0,2011,Urban,3,India,17,Meghalaya,294,East Garo Hills,0,1.9
3_17_295_0,2011,Rural,3,India,17,Meghalaya,295,South Garo Hills,0,0
3_17_295_0,2011,Total,3,India,17,Meghalaya,295,South Garo Hills,0,0
3_17_295_0,2011,Urban,3,India,17,Meghalaya,295,South Garo Hills,0,0
3_17_296_0,2011,Rural,3,India,17,Meghalaya,296,West Khasi Hills,0,0
3_17_296_0,2011,Total,3,India,17,Meghalaya,296,West Khasi Hills,0,0
3_17_296_0,2011,Urban,3,India,17,Meghalaya,296,West Khasi Hills,0,0
3_17_297_0,2011,Rural,3,India,17,Meghalaya,297,Ribhoi,0,0
3_17_297_0,2011,Total,3,India,17,Meghalaya,297,Ribhoi,0,.1
3_17_297_0,2011,Urban,3,India,17,Meghalaya,297,Ribhoi,0,.8
3_17_298_0,2011,Rural,3,India,17,Meghalaya,298,East Khasi Hills,0,0
3_17_298_0,2011,Total,3,India,17,Meghalaya,298,East Khasi Hills,0,.3
3_17_298_0,2011,Urban,3,India,17,Meghalaya,298,East Khasi Hills,0,.8
3_17_299_0,2011,Rural,3,India,17,Meghalaya,299,Jaintia Hills,0,0
3_17_299_0,2011,Total,3,India,17,Meghalaya,299,Jaintia Hills,0,0
3_17_299_0,2011,Urban,3,India,17,Meghalaya,299,Jaintia Hills,0,0
3_18_300_0,2011,Rural,3,India,18,Assam,300,Kokrajhar,0,0
3_18_300_0,2011,Total,3,India,18,Assam,300,Kokrajhar,0,0
3_18_300_0,2011,Urban,3,India,18,Assam,300,Kokrajhar,0,0
3_18_301_0,2011,Rural,3,India,18,Assam,301,Dhubri,0,0
3_18_301_0,2011,Total,3,India,18,Assam,301,Dhubri,.1,.4
3_18_301_0,2011,Urban,3,India,18,Assam,301,Dhubri,.4,1.3
3_18_302_0,2011,Rural,3,India,18,Assam,302,Goalpara,0,0
3_18_302_0,2011,Total,3,India,18,Assam,302,Goalpara,0,.6000000000000001
3_18_302_0,2011,Urban,3,India,18,Assam,302,Goalpara,0,2.1
3_18_303_0,2011,Rural,3,India,18,Assam,303,Barpeta,0,0
3_18_303_0,2011,Total,3,India,18,Assam,303,Barpeta,0,0
3_18_303_0,2011,Urban,3,India,18,Assam,303,Barpeta,0,.5
3_18_304_0,2011,Rural,3,India,18,Assam,304,Morigaon,0,0
3_18_304_0,2011,Total,3,India,18,Assam,304,Morigaon,0,0
3_18_304_0,2011,Urban,3,India,18,Assam,304,Morigaon,0,0
3_18_305_0,2011,Rural,3,India,18,Assam,305,Nagaon,0,0
3_18_305_0,2011,Total,3,India,18,Assam,305,Nagaon,0,1.5
3_18_305_0,2011,Urban,3,India,18,Assam,305,Nagaon,0,3.3
3_18_306_0,2011,Rural,3,India,18,Assam,306,Sonitpur,0,0
3_18_306_0,2011,Total,3,India,18,Assam,306,Sonitpur,0,.2
3_18_306_0,2011,Urban,3,India,18,Assam,306,Sonitpur,0,.8
3_18_307_0,2011,Rural,3,India,18,Assam,307,Lakhimpur,0,0
3_18_307_0,2011,Total,3,India,18,Assam,307,Lakhimpur,0,.3
3_18_307_0,2011,Urban,3,India,18,Assam,307,Lakhimpur,0,1.1
3_18_308_0,2011,Rural,3,India,18,Assam,308,Dhemaji,0,0
3_18_308_0,2011,Total,3,India,18,Assam,308,Dhemaji,0,.2
3_18_308_0,2011,Urban,3,India,18,Assam,308,Dhemaji,0,1.8
3_18_309_0,2011,Rural,3,India,18,Assam,309,Tinsukia,0,.1
3_18_309_0,2011,Total,3,India,18,Assam,309,Tinsukia,0,.3
3_18_309_0,2011,Urban,3,India,18,Assam,309,Tinsukia,0,1.1
3_18_310_0,2011,Rural,3,India,18,Assam,310,Dibrugarh,0,0
3_18_310_0,2011,Total,3,India,18,Assam,310,Dibrugarh,0,.3
3_18_310_0,2011,Urban,3,India,18,Assam,310,Dibrugarh,0,.4
3_18_311_0,2011,Rural,3,India,18,Assam,311,Sivasagar,0,0
3_18_311_0,2011,Total,3,India,18,Assam,311,Sivasagar,0,.1
3_18_311_0,2011,Urban,3,India,18,Assam,311,Sivasagar,0,1.2
3_18_312_0,2011,Rural,3,India,18,Assam,312,Jorhat,0,0
3_18_312_0,2011,Total,3,India,18,Assam,312,Jorhat,0,.3
3_18_312_0,2011,Urban,3,India,18,Assam,312,Jorhat,0,2.1
3_18_313_0,2011,Rural,3,India,18,Assam,313,Golaghat,0,0
3_18_313_0,2011,Total,3,India,18,Assam,313,Golaghat,0,.3
